COUNTY,RPL_THEME1,STATE
Honolulu,0.031,HAWAII
Honolulu,0.0724,HAWAII
Honolulu,0.0451,HAWAII
Honolulu,0.3053,HAWAII
Honolulu,0.0341,HAWAII
Honolulu,0.0129,HAWAII
Honolulu,0.1065,HAWAII
Maui,0.0146,HAWAII
Honolulu,0.4048,HAWAII
Honolulu,0.0902,HAWAII
Honolulu,0.0414,HAWAII
Honolulu,0.3954,HAWAII
Honolulu,0.1526,HAWAII
Honolulu,0.0705,HAWAII
Honolulu,0.053,HAWAII
Honolulu,0.338,HAWAII
Maui,0.2787,HAWAII
Honolulu,0.0444,HAWAII
Honolulu,0.0107,HAWAII
Honolulu,0.0328,HAWAII
Honolulu,0.0537,HAWAII
Honolulu,0.0827,HAWAII
Honolulu,0.0713,HAWAII
Honolulu,0.0524,HAWAII
Honolulu,0.1783,HAWAII
Honolulu,0.3791,HAWAII
Honolulu,0.0288,HAWAII
Honolulu,0.3642,HAWAII
Honolulu,0.0327,HAWAII
Honolulu,0.0936,HAWAII
Honolulu,0.1212,HAWAII
Honolulu,0.0643,HAWAII
Honolulu,0.0141,HAWAII
Hawaii,0.2455,HAWAII
Honolulu,0.085,HAWAII
Honolulu,0.0696,HAWAII
Honolulu,0.0169,HAWAII
Honolulu,0.0722,HAWAII
Honolulu,0.5015,HAWAII
Honolulu,0.2586,HAWAII
Honolulu,0.1117,HAWAII
Hawaii,0.544,HAWAII
Honolulu,0.0702,HAWAII
Honolulu,0.1253,HAWAII
Maui,0.2643,HAWAII
Honolulu,0.0807,HAWAII
Honolulu,0.3692,HAWAII
Honolulu,0.1244,HAWAII
Honolulu,0.1921,HAWAII
Honolulu,0.1511,HAWAII
Hawaii,0.1948,HAWAII
Maui,0.1998,HAWAII
Honolulu,0.4208,HAWAII
Honolulu,0.1527,HAWAII
Honolulu,0.5723,HAWAII
Honolulu,0.0201,HAWAII
Honolulu,0.1715,HAWAII
Honolulu,0.2539,HAWAII
Honolulu,0.4016,HAWAII
Honolulu,0.1738,HAWAII
Honolulu,0.2242,HAWAII
Honolulu,0.2952,HAWAII
Honolulu,0.2152,HAWAII
Honolulu,0.0587,HAWAII
Honolulu,0.107,HAWAII
Honolulu,0.1498,HAWAII
Honolulu,0.0974,HAWAII
Honolulu,0.0432,HAWAII
Honolulu,0.0769,HAWAII
Honolulu,0.2871,HAWAII
Honolulu,0.1928,HAWAII
Honolulu,0.5523,HAWAII
Honolulu,0.3095,HAWAII
Hawaii,0.3287,HAWAII
Kauai,0.2093,HAWAII
Honolulu,0.0888,HAWAII
Kauai,0.2416,HAWAII
Maui,0.2231,HAWAII
Honolulu,0.0497,HAWAII
Honolulu,0.1425,HAWAII
Honolulu,0.0194,HAWAII
Honolulu,0.1403,HAWAII
Hawaii,0.2039,HAWAII
Honolulu,0.074,HAWAII
Honolulu,0.5685,HAWAII
Honolulu,0.261,HAWAII
Maui,0.2769,HAWAII
Maui,0.2857,HAWAII
Kauai,0.3532,HAWAII
Honolulu,0.2199,HAWAII
Hawaii,0.1579,HAWAII
Honolulu,0.1331,HAWAII
Honolulu,0.223,HAWAII
Honolulu,0.0321,HAWAII
Honolulu,0.1616,HAWAII
Honolulu,0.3897,HAWAII
Kalawao,0.2539,HAWAII
Honolulu,0.24,HAWAII
Honolulu,0.0637,HAWAII
Honolulu,0.4035,HAWAII
Honolulu,0.0778,HAWAII
Maui,0.2628,HAWAII
Maui,0.2819,HAWAII
Maui,0.3928,HAWAII
Honolulu,0.2661,HAWAII
Maui,0.1652,HAWAII
Maui,0.1653,HAWAII
Honolulu,0.3772,HAWAII
Honolulu,0.294,HAWAII
Hawaii,0.2268,HAWAII
Honolulu,0.4351,HAWAII
Honolulu,0.1481,HAWAII
Honolulu,0.0737,HAWAII
Honolulu,0.2344,HAWAII
Honolulu,0.4457,HAWAII
Hawaii,0.2312,HAWAII
Maui,0.5017,HAWAII
Honolulu,0.1802,HAWAII
Honolulu,0.2544,HAWAII
Honolulu,0.0992,HAWAII
Honolulu,0.1852,HAWAII
Honolulu,0.1413,HAWAII
Honolulu,0.2089,HAWAII
Maui,0.3184,HAWAII
Honolulu,0.3644,HAWAII
Honolulu,0.2607,HAWAII
Honolulu,0.2462,HAWAII
Honolulu,0.181,HAWAII
Honolulu,0.2865,HAWAII
Honolulu,0.3799,HAWAII
Honolulu,0.3753,HAWAII
Honolulu,0.0892,HAWAII
Kauai,0.4686,HAWAII
Kauai,0.5047,HAWAII
Maui,0.3572,HAWAII
Maui,0.3451,HAWAII
Maui,0.1837,HAWAII
Kauai,0.343,HAWAII
Maui,0.3867,HAWAII
Honolulu,0.3687,HAWAII
Honolulu,0.2474,HAWAII
Honolulu,0.207,HAWAII
Honolulu,0.4149,HAWAII
Honolulu,0.282,HAWAII
Hawaii,0.6723,HAWAII
Maui,0.4451,HAWAII
Honolulu,0.1895,HAWAII
Honolulu,0.4893,HAWAII
Honolulu,0.1857,HAWAII
Kauai,0.3295,HAWAII
Maui,0.3381,HAWAII
Honolulu,0.2331,HAWAII
Hawaii,0.5,HAWAII
Honolulu,0.1754,HAWAII
Honolulu,0.2788,HAWAII
Honolulu,0.1612,HAWAII
Hawaii,0.6858,HAWAII
Hawaii,0.5312,HAWAII
Maui,0.4181,HAWAII
Honolulu,0.3154,HAWAII
Kauai,0.4041,HAWAII
Honolulu,0.5355,HAWAII
Hawaii,0.4962,HAWAII
Honolulu,0.5151,HAWAII
Hawaii,0.3796,HAWAII
Kauai,0.6953,HAWAII
Honolulu,0.4225,HAWAII
Honolulu,0.21,HAWAII
Honolulu,0.3317,HAWAII
Maui,0.3034,HAWAII
Maui,0.4164,HAWAII
Honolulu,0.1388,HAWAII
Honolulu,0.303,HAWAII
Honolulu,0.3937,HAWAII
Honolulu,0.4677,HAWAII
Hawaii,0.5094,HAWAII
Honolulu,0.2285,HAWAII
Kauai,0.2681,HAWAII
Honolulu,0.6446,HAWAII
Honolulu,0.0585,HAWAII
Honolulu,0.5411,HAWAII
Honolulu,0.437,HAWAII
Kauai,0.4141,HAWAII
Honolulu,0.4617,HAWAII
Honolulu,0.4645,HAWAII
Honolulu,0.2863,HAWAII
Honolulu,0.363,HAWAII
Honolulu,0.4281,HAWAII
Maui,0.1038,HAWAII
Honolulu,0.4416,HAWAII
Honolulu,0.4887,HAWAII
Honolulu,0.2096,HAWAII
Honolulu,0.3452,HAWAII
Honolulu,0.5105,HAWAII
Maui,0.4861,HAWAII
Hawaii,0.3749,HAWAII
Honolulu,0.2336,HAWAII
Honolulu,0.3055,HAWAII
Honolulu,0.4606,HAWAII
Hawaii,0.3703,HAWAII
Honolulu,0.4419,HAWAII
Honolulu,0.4354,HAWAII
Hawaii,0.7459,HAWAII
Hawaii,0.4292,HAWAII
Kauai,0.3159,HAWAII
Hawaii,0.5447,HAWAII
Hawaii,0.2632,HAWAII
Hawaii,0.3242,HAWAII
Honolulu,0.4773,HAWAII
Honolulu,0.49,HAWAII
Honolulu,0.6081,HAWAII
Honolulu,0.3325,HAWAII
Honolulu,0.6065,HAWAII
Honolulu,0.4179,HAWAII
Hawaii,0.7525,HAWAII
Honolulu,0.3421,HAWAII
Honolulu,0.3435,HAWAII
Hawaii,0.4781,HAWAII
Hawaii,0.6139,HAWAII
Honolulu,0.4409,HAWAII
Honolulu,0.4912,HAWAII
Kauai,0.3551,HAWAII
Honolulu,0.3589,HAWAII
Honolulu,0.2915,HAWAII
Maui,0.5407,HAWAII
Hawaii,0.6344,HAWAII
Honolulu,0.4568,HAWAII
Honolulu,0.3711,HAWAII
Honolulu,0.3918,HAWAII
Honolulu,0.5936,HAWAII
Honolulu,0.5106,HAWAII
Honolulu,0.5489,HAWAII
Hawaii,0.5734,HAWAII
Honolulu,0.3249,HAWAII
Honolulu,0.3935,HAWAII
Maui,0.5891,HAWAII
Maui,0.3979,HAWAII
Honolulu,0.5604,HAWAII
Honolulu,0.6427,HAWAII
Honolulu,0.6845,HAWAII
Hawaii,0.6545,HAWAII
Honolulu,0.5263,HAWAII
Hawaii,0.7822,HAWAII
Maui,0.8397,HAWAII
Honolulu,0.6837,HAWAII
Maui,0.6881,HAWAII
Honolulu,0.7028,HAWAII
Honolulu,0.3844,HAWAII
Honolulu,0.6076,HAWAII
Honolulu,0.7218,HAWAII
Maui,0.4286,HAWAII
Honolulu,0.7514,HAWAII
Honolulu,0.5228,HAWAII
Honolulu,0.7277,HAWAII
Honolulu,0.4446,HAWAII
Honolulu,0.6999,HAWAII
Honolulu,0.7118,HAWAII
Honolulu,0.4265,HAWAII
Honolulu,0.5944,HAWAII
Hawaii,0.6941,HAWAII
Honolulu,0.7587,HAWAII
Maui,0.5751,HAWAII
Honolulu,0.8087,HAWAII
Honolulu,0.6235,HAWAII
Honolulu,0.6223,HAWAII
Honolulu,0.7511,HAWAII
Honolulu,0.8269,HAWAII
Maui,0.6397,HAWAII
Honolulu,0.7308,HAWAII
Hawaii,0.7966,HAWAII
Honolulu,0.5274,HAWAII
Honolulu,0.6851,HAWAII
Hawaii,0.8602,HAWAII
Honolulu,0.637,HAWAII
Honolulu,0.7337,HAWAII
Honolulu,0.7798,HAWAII
Honolulu,0.7512,HAWAII
Honolulu,0.88,HAWAII
Honolulu,0.8592,HAWAII
Hawaii,0.8794,HAWAII
Honolulu,0.9855,HAWAII
Honolulu,0.9541,HAWAII
Honolulu,0.9941,HAWAII
COUNTY,RPL_THEME3,ST_ABBR
Ada,0.0197,IDAHO
Ada,0.0477,IDAHO
Ada,0.0193,IDAHO
Ada,0.009,IDAHO
Ada,0.1015,IDAHO
Ada,0.0663,IDAHO
Ada,0.2186,IDAHO
Ada,0.1816,IDAHO
Kootenai,0.2374,IDAHO
Kootenai,0.1622,IDAHO
Bonneville,0.2092,IDAHO
Ada,0.1137,IDAHO
Ada,0.2384,IDAHO
Ada,0.2265,IDAHO
Ada,0.1759,IDAHO
Madison,0.4436,IDAHO
Ada,0.2297,IDAHO
Ada,0.2852,IDAHO
Kootenai,0.3177,IDAHO
Bannock,0.3038,IDAHO
Ada,0.2395,IDAHO
Ada,0.3557,IDAHO
Ada,0.2563,IDAHO
Bonneville,0.2188,IDAHO
Bonner,0.301,IDAHO
Bannock,0.2122,IDAHO
Bonneville,0.078,IDAHO
Lewis,0.83,IDAHO
Bear Lake,0.3139,IDAHO
Ada,0.1169,IDAHO
Bonneville,0.1773,IDAHO
Elmore,0.5028,IDAHO
Bannock,0.5171,IDAHO
Bonner,0.4599,IDAHO
Ada,0.2833,IDAHO
Twin Falls,0.2658,IDAHO
Bonneville,0.3248,IDAHO
Nez Perce,0.1748,IDAHO
Ada,0.2825,IDAHO
Ada,0.1857,IDAHO
Bonner,0.3773,IDAHO
Ada,0.1043,IDAHO
Kootenai,0.1584,IDAHO
Ada,0.2619,IDAHO
Kootenai,0.198,IDAHO
Ada,0.1071,IDAHO
Bannock,0.2583,IDAHO
Ada,0.095,IDAHO
Canyon,0.41,IDAHO
Ada,0.2759,IDAHO
Ada,0.3719,IDAHO
Ada,0.251,IDAHO
Latah,0.3139,IDAHO
Ada,0.3174,IDAHO
Kootenai,0.3966,IDAHO
Ada,0.4708,IDAHO
Franklin,0.4002,IDAHO
Canyon,0.4012,IDAHO
Latah,0.2019,IDAHO
Adams,0.266,IDAHO
Teton,0.3826,IDAHO
Bannock,0.2653,IDAHO
Ada,0.3314,IDAHO
Nez Perce,0.3123,IDAHO
Valley,0.3382,IDAHO
Bonneville,0.1437,IDAHO
Elmore,0.3568,IDAHO
Kootenai,0.4492,IDAHO
Camas,0.428,IDAHO
Bonneville,0.2502,IDAHO
Kootenai,0.3335,IDAHO
Blaine,0.4317,IDAHO
Ada,0.1605,IDAHO
Bingham,0.5829,IDAHO
Bannock,0.2704,IDAHO
Blaine,0.1807,IDAHO
Ada,0.4428,IDAHO
Jefferson,0.47,IDAHO
Fremont,0.3709,IDAHO
Canyon,0.4359,IDAHO
Kootenai,0.5289,IDAHO
Jefferson,0.2602,IDAHO
Ada,0.4534,IDAHO
Ada,0.4177,IDAHO
Ada,0.2956,IDAHO
Kootenai,0.3627,IDAHO
Kootenai,0.4017,IDAHO
Bingham,0.3848,IDAHO
Ada,0.6753,IDAHO
Ada,0.5831,IDAHO
Blaine,0.2054,IDAHO
Twin Falls,0.5195,IDAHO
Clearwater,0.5354,IDAHO
Ada,0.1771,IDAHO
Kootenai,0.2979,IDAHO
Kootenai,0.4783,IDAHO
Kootenai,0.4261,IDAHO
Bonneville,0.3639,IDAHO
Canyon,0.4416,IDAHO
Caribou,0.3196,IDAHO
Kootenai,0.3022,IDAHO
Latah,0.3684,IDAHO
Bonneville,0.4049,IDAHO
Boise,0.4801,IDAHO
Valley,0.4939,IDAHO
Latah,0.5881,IDAHO
Kootenai,0.5781,IDAHO
Valley,0.2662,IDAHO
Idaho,0.4399,IDAHO
Lemhi,0.4002,IDAHO
Nez Perce,0.4183,IDAHO
Gem,0.5378,IDAHO
Ada,0.2282,IDAHO
Idaho,0.4057,IDAHO
Bonneville,0.5424,IDAHO
Bonneville,0.2624,IDAHO
Nez Perce,0.3799,IDAHO
Ada,0.3954,IDAHO
Latah,0.476,IDAHO
Bannock,0.4,IDAHO
Ada,0.4117,IDAHO
Madison,0.5797,IDAHO
Kootenai,0.6072,IDAHO
Latah,0.7708,IDAHO
Twin Falls,0.3103,IDAHO
Lewis,0.3914,IDAHO
Madison,0.7277,IDAHO
Madison,0.5997,IDAHO
Washington,0.4365,IDAHO
Bannock,0.5455,IDAHO
Bannock,0.5185,IDAHO
Cassia,0.566,IDAHO
Bonner,0.7143,IDAHO
Bonner,0.2997,IDAHO
Twin Falls,0.5539,IDAHO
Ada,0.4288,IDAHO
Canyon,0.5967,IDAHO
Caribou,0.3133,IDAHO
Bingham,0.5389,IDAHO
Ada,0.3483,IDAHO
Canyon,0.5458,IDAHO
Bonneville,0.4477,IDAHO
Latah,0.3444,IDAHO
Canyon,0.4439,IDAHO
Nez Perce,0.4736,IDAHO
Canyon,0.5294,IDAHO
Bannock,0.6339,IDAHO
Butte,0.5197,IDAHO
Canyon,0.4317,IDAHO
Kootenai,0.5458,IDAHO
Twin Falls,0.4803,IDAHO
Twin Falls,0.4846,IDAHO
Jefferson,0.5833,IDAHO
Kootenai,0.5644,IDAHO
Nez Perce,0.4035,IDAHO
Bannock,0.4943,IDAHO
Twin Falls,0.6074,IDAHO
Ada,0.5339,IDAHO
Lemhi,0.4645,IDAHO
Kootenai,0.364,IDAHO
Cassia,0.4442,IDAHO
Boundary,0.4123,IDAHO
Franklin,0.4204,IDAHO
Shoshone,0.6575,IDAHO
Ada,0.3795,IDAHO
Ada,0.4562,IDAHO
Minidoka,0.5134,IDAHO
Bannock,0.6031,IDAHO
Twin Falls,0.399,IDAHO
Boundary,0.6238,IDAHO
Bonner,0.6363,IDAHO
Canyon,0.5566,IDAHO
Bonner,0.44,IDAHO
Ada,0.5317,IDAHO
Nez Perce,0.3237,IDAHO
Ada,0.5366,IDAHO
Ada,0.3896,IDAHO
Fremont,0.5927,IDAHO
Madison,0.8212,IDAHO
Bingham,0.5521,IDAHO
Twin Falls,0.4658,IDAHO
Ada,0.6405,IDAHO
Blaine,0.4815,IDAHO
Bonner,0.6192,IDAHO
Custer,0.618,IDAHO
Jefferson,0.6046,IDAHO
Bonneville,0.5196,IDAHO
Bonneville,0.6037,IDAHO
Kootenai,0.7074,IDAHO
Bonneville,0.5449,IDAHO
Payette,0.5766,IDAHO
Ada,0.7696,IDAHO
Cassia,0.5299,IDAHO
Oneida,0.5791,IDAHO
Twin Falls,0.557,IDAHO
Lemhi,0.5795,IDAHO
Twin Falls,0.6043,IDAHO
Adams,0.7648,IDAHO
Bear Lake,0.5351,IDAHO
Minidoka,0.593,IDAHO
Bingham,0.4551,IDAHO
Canyon,0.8295,IDAHO
Idaho,0.5822,IDAHO
Bannock,0.6407,IDAHO
Kootenai,0.7625,IDAHO
Canyon,0.679,IDAHO
Bannock,0.7026,IDAHO
Bannock,0.7767,IDAHO
Jerome,0.5806,IDAHO
Kootenai,0.5533,IDAHO
Ada,0.5106,IDAHO
Bingham,0.4549,IDAHO
Bonneville,0.355,IDAHO
Canyon,0.717,IDAHO
Canyon,0.8413,IDAHO
Clearwater,0.6341,IDAHO
Power,0.5129,IDAHO
Bonneville,0.5439,IDAHO
Madison,0.6679,IDAHO
Bannock,0.6361,IDAHO
Ada,0.502,IDAHO
Idaho,0.7244,IDAHO
Cassia,0.5979,IDAHO
Kootenai,0.5784,IDAHO
Ada,0.6167,IDAHO
Cassia,0.4961,IDAHO
Bannock,0.7866,IDAHO
Bonneville,0.6357,IDAHO
Bonner,0.6681,IDAHO
Ada,0.6424,IDAHO
Nez Perce,0.3861,IDAHO
Bonneville,0.6634,IDAHO
Elmore,0.6967,IDAHO
Bannock,0.9175,IDAHO
Nez Perce,0.807,IDAHO
Gem,0.5245,IDAHO
Payette,0.5686,IDAHO
Idaho,0.5853,IDAHO
Ada,0.4853,IDAHO
Minidoka,0.7099,IDAHO
Canyon,0.7031,IDAHO
Payette,0.6275,IDAHO
Minidoka,0.6022,IDAHO
Jerome,0.7692,IDAHO
Lincoln,0.627,IDAHO
Bingham,0.6161,IDAHO
Owyhee,0.6294,IDAHO
Canyon,0.7747,IDAHO
Washington,0.6465,IDAHO
Bannock,0.7537,IDAHO
Benewah,0.638,IDAHO
Shoshone,0.7652,IDAHO
Twin Falls,0.7043,IDAHO
Jerome,0.6743,IDAHO
Bannock,0.7933,IDAHO
Canyon,0.5406,IDAHO
Benewah,0.7701,IDAHO
Gooding,0.6484,IDAHO
Bannock,0.8075,IDAHO
Canyon,0.8782,IDAHO
Canyon,0.7217,IDAHO
Power,0.703,IDAHO
Bannock,0.8452,IDAHO
Ada,0.8206,IDAHO
Fremont,0.8074,IDAHO
Twin Falls,0.7416,IDAHO
Nez Perce,0.702,IDAHO
Canyon,0.7873,IDAHO
Canyon,0.7288,IDAHO
Payette,0.6989,IDAHO
Gooding,0.6961,IDAHO
Jerome,0.6976,IDAHO
Elmore,0.8025,IDAHO
Gem,0.8259,IDAHO
Twin Falls,0.7989,IDAHO
Lewis,0.7903,IDAHO
Bonneville,0.8058,IDAHO
Owyhee,0.717,IDAHO
Minidoka,0.7,IDAHO
Canyon,0.8525,IDAHO
Ada,0.7757,IDAHO
Canyon,0.905,IDAHO
Jerome,0.7984,IDAHO
Clark,0.8892,IDAHO
Canyon,0.8888,IDAHO
Shoshone,0.782,IDAHO
Canyon,0.7908,IDAHO
Bonneville,0.8576,IDAHO
Canyon,0.7624,IDAHO
Kootenai,0.762,IDAHO
Owyhee,0.8139,IDAHO
Bingham,0.9504,IDAHO
Canyon,0.8469,IDAHO
Washington,0.7778,IDAHO
Elmore,0.8526,IDAHO
Cassia,0.8471,IDAHO
Canyon,0.9549,IDAHO
Canyon,0.9553,IDAHO
COUNTY,RPL_THEME3,ST_ABBR
Lake,0.0062,ILLINOIS
DuPage,0.0059,ILLINOIS
Will,0.0144,ILLINOIS
Cook,0.0032,ILLINOIS
Will,0.0238,ILLINOIS
DuPage,0.0057,ILLINOIS
Will,0.1211,ILLINOIS
McHenry,0.1048,ILLINOIS
Will,0.0072,ILLINOIS
DuPage,0.0296,ILLINOIS
DuPage,0.1144,ILLINOIS
Will,0.1472,ILLINOIS
Cook,0.014,ILLINOIS
Will,0.0096,ILLINOIS
DuPage,0.0025,ILLINOIS
DuPage,0.0769,ILLINOIS
Cook,0.002,ILLINOIS
Cook,0.0008,ILLINOIS
Will,0.016,ILLINOIS
DuPage,0.0752,ILLINOIS
DuPage,0.0591,ILLINOIS
DuPage,0.0504,ILLINOIS
Will,0.0337,ILLINOIS
Cook,0.03,ILLINOIS
McHenry,0.0965,ILLINOIS
Kane,0.0282,ILLINOIS
Lake,0.0791,ILLINOIS
Cook,0.0183,ILLINOIS
Will,0.1291,ILLINOIS
Cook,0.0188,ILLINOIS
McHenry,0.1003,ILLINOIS
DuPage,0.0727,ILLINOIS
Will,0.1891,ILLINOIS
Will,0.0742,ILLINOIS
Cook,0.0021,ILLINOIS
Will,0.0176,ILLINOIS
Will,0.0562,ILLINOIS
DuPage,0.0998,ILLINOIS
Lake,0.075,ILLINOIS
Cook,0.0012,ILLINOIS
Cook,0.0223,ILLINOIS
Lake,0.0553,ILLINOIS
DuPage,0.0016,ILLINOIS
Cook,0.0169,ILLINOIS
DuPage,0.1618,ILLINOIS
Cook,0.001,ILLINOIS
Cook,0.0182,ILLINOIS
Cook,0.0101,ILLINOIS
Cook,0.0153,ILLINOIS
Lake,0.0722,ILLINOIS
Cook,0.0562,ILLINOIS
Cook,0.0027,ILLINOIS
Kane,0.027,ILLINOIS
DuPage,0.0317,ILLINOIS
Winnebago,0.0898,ILLINOIS
DuPage,0.0203,ILLINOIS
McHenry,0.0635,ILLINOIS
Cook,0.0332,ILLINOIS
Cook,0.0264,ILLINOIS
Cook,0.0371,ILLINOIS
Cook,0.0392,ILLINOIS
McLean,0.0103,ILLINOIS
DuPage,0.0442,ILLINOIS
Lake,0.0534,ILLINOIS
Will,0.1272,ILLINOIS
Kankakee,0.1098,ILLINOIS
Cook,0.0174,ILLINOIS
DuPage,0.0187,ILLINOIS
Lake,0.0377,ILLINOIS
Cook,0.002,ILLINOIS
Will,0.0734,ILLINOIS
Lake,0.1182,ILLINOIS
DuPage,0.0621,ILLINOIS
Lake,0.081,ILLINOIS
McHenry,0.2391,ILLINOIS
Cook,0.144,ILLINOIS
Sangamon,0.0281,ILLINOIS
DuPage,0.0657,ILLINOIS
Cook,0.0244,ILLINOIS
Will,0.2189,ILLINOIS
Cook,0.0284,ILLINOIS
Cook,0.0548,ILLINOIS
DuPage,0.0367,ILLINOIS
DuPage,0.0731,ILLINOIS
St. Clair,0.0937,ILLINOIS
Will,0.024,ILLINOIS
McHenry,0.0606,ILLINOIS
McHenry,0.1342,ILLINOIS
Kane,0.0462,ILLINOIS
Lake,0.0016,ILLINOIS
Cook,0.0127,ILLINOIS
Woodford,0.0558,ILLINOIS
Cook,0.0174,ILLINOIS
DuPage,0.172,ILLINOIS
DuPage,0.0863,ILLINOIS
Cook,0.0068,ILLINOIS
McHenry,0.0678,ILLINOIS
DuPage,0.0812,ILLINOIS
Lake,0.0021,ILLINOIS
Lake,0.0317,ILLINOIS
DuPage,0.1535,ILLINOIS
Lake,0.0112,ILLINOIS
Lake,0.0041,ILLINOIS
McLean,0.0762,ILLINOIS
Lake,0.0003,ILLINOIS
DuPage,0.0157,ILLINOIS
McHenry,0.1605,ILLINOIS
McLean,0.2225,ILLINOIS
Lake,0.1441,ILLINOIS
Will,0.0846,ILLINOIS
Cook,0.0258,ILLINOIS
DuPage,0.0094,ILLINOIS
Christian,0.255,ILLINOIS
DuPage,0.1491,ILLINOIS
Lake,0.0718,ILLINOIS
DuPage,0.0162,ILLINOIS
Jo Daviess,0.0191,ILLINOIS
Henry,0.1266,ILLINOIS
Kane,0.1085,ILLINOIS
Will,0.2099,ILLINOIS
Lake,0.0336,ILLINOIS
DuPage,0.1104,ILLINOIS
Cook,0.0919,ILLINOIS
Lake,0.0672,ILLINOIS
Cook,0.1683,ILLINOIS
McHenry,0.1701,ILLINOIS
Will,0.1807,ILLINOIS
Lake,0.1,ILLINOIS
Cook,0.0084,ILLINOIS
DuPage,0.0601,ILLINOIS
DuPage,0.2613,ILLINOIS
Cook,0.118,ILLINOIS
Kane,0.0879,ILLINOIS
DuPage,0.1368,ILLINOIS
Lake,0.0574,ILLINOIS
Lake,0.1083,ILLINOIS
McHenry,0.0722,ILLINOIS
Will,0.0236,ILLINOIS
DuPage,0.1331,ILLINOIS
Lake,0.0089,ILLINOIS
Madison,0.148,ILLINOIS
Lake,0.0797,ILLINOIS
Vermilion,0.064,ILLINOIS
St. Clair,0.1971,ILLINOIS
Lake,0.0466,ILLINOIS
Cook,0.0032,ILLINOIS
Kane,0.0668,ILLINOIS
DuPage,0.2103,ILLINOIS
Lake,0.1572,ILLINOIS
DuPage,0.1453,ILLINOIS
Lake,0.3279,ILLINOIS
Cook,0.1372,ILLINOIS
Knox,0.1506,ILLINOIS
Winnebago,0.1492,ILLINOIS
Cook,0.0659,ILLINOIS
Kane,0.1073,ILLINOIS
Cook,0.0111,ILLINOIS
Cook,0.0191,ILLINOIS
Woodford,0.0284,ILLINOIS
Cook,0.0503,ILLINOIS
DuPage,0.1638,ILLINOIS
Cook,0.1355,ILLINOIS
Sangamon,0.0373,ILLINOIS
Cook,0.0218,ILLINOIS
DuPage,0.1099,ILLINOIS
Cook,0.0168,ILLINOIS
Madison,0.1853,ILLINOIS
Champaign,0.002,ILLINOIS
Cook,0.008,ILLINOIS
Cook,0.0245,ILLINOIS
Lake,0.092,ILLINOIS
Cook,0.0357,ILLINOIS
Lake,0.1385,ILLINOIS
McHenry,0.2359,ILLINOIS
McLean,0.0215,ILLINOIS
Cook,0.1337,ILLINOIS
Cook,0.0862,ILLINOIS
Will,0.1116,ILLINOIS
Monroe,0.1043,ILLINOIS
Tazewell,0.2807,ILLINOIS
DuPage,0.0161,ILLINOIS
St. Clair,0.1335,ILLINOIS
Henry,0.0831,ILLINOIS
Will,0.1352,ILLINOIS
McHenry,0.1875,ILLINOIS
Cook,0.0292,ILLINOIS
Cook,0.1315,ILLINOIS
Champaign,0.1473,ILLINOIS
DuPage,0.0932,ILLINOIS
DeKalb,0.2833,ILLINOIS
Will,0.0361,ILLINOIS
Cook,0.0897,ILLINOIS
Lake,0.1455,ILLINOIS
Cook,0.0995,ILLINOIS
DuPage,0.0865,ILLINOIS
Kane,0.0934,ILLINOIS
Will,0.1207,ILLINOIS
Piatt,0.1264,ILLINOIS
Cook,0.0475,ILLINOIS
DuPage,0.1451,ILLINOIS
Will,0.2222,ILLINOIS
Cook,0.0204,ILLINOIS
Cook,0.1226,ILLINOIS
Tazewell,0.1319,ILLINOIS
Will,0.2661,ILLINOIS
Kane,0.2555,ILLINOIS
Kane,0.1542,ILLINOIS
Lake,0.0564,ILLINOIS
Cook,0.0125,ILLINOIS
Cook,0.0351,ILLINOIS
DeKalb,0.3367,ILLINOIS
Cook,0.0884,ILLINOIS
Cook,0.0224,ILLINOIS
Macon,0.0721,ILLINOIS
Adams,0.0341,ILLINOIS
DuPage,0.0579,ILLINOIS
Cook,0.079,ILLINOIS
McLean,0.0547,ILLINOIS
DuPage,0.1107,ILLINOIS
Cook,0.1396,ILLINOIS
Sangamon,0.007,ILLINOIS
Will,0.2396,ILLINOIS
DuPage,0.1128,ILLINOIS
Cook,0.0267,ILLINOIS
DuPage,0.0723,ILLINOIS
McLean,0.1299,ILLINOIS
Kankakee,0.1417,ILLINOIS
McLean,0.0273,ILLINOIS
Cook,0.0393,ILLINOIS
Cook,0.0029,ILLINOIS
Cook,0.1096,ILLINOIS
Cook,0.2203,ILLINOIS
Tazewell,0.1612,ILLINOIS
Cook,0.1699,ILLINOIS
Kane,0.1227,ILLINOIS
Cook,0.0912,ILLINOIS
Cook,0.0152,ILLINOIS
Macon,0.1561,ILLINOIS
DuPage,0.2275,ILLINOIS
Lake,0.0187,ILLINOIS
Madison,0.082,ILLINOIS
Cook,0.1224,ILLINOIS
Will,0.1293,ILLINOIS
DuPage,0.0374,ILLINOIS
Lake,0.0442,ILLINOIS
Kane,0.0144,ILLINOIS
DuPage,0.0376,ILLINOIS
Kane,0.0547,ILLINOIS
McHenry,0.0868,ILLINOIS
Cook,0.179,ILLINOIS
DuPage,0.0848,ILLINOIS
Marshall,0.2903,ILLINOIS
Cook,0.1219,ILLINOIS
Will,0.3588,ILLINOIS
Cook,0.1342,ILLINOIS
McLean,0.1091,ILLINOIS
Cook,0.0562,ILLINOIS
Cook,0.0269,ILLINOIS
Cook,0.0523,ILLINOIS
