STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
17,058,Bement Community Unit School District 5,Champaign County
17,374,St. Joseph-Ogden Community High School District 305,Champaign County
17,396,Tuscola Community Unit School District 301,Champaign County
17,403,Villa Grove Community Unit School District 302,Champaign County
17,001,Meridian Community Unit School District 15,Christian County
17,134,Edinburg Community Unit School District 4,Christian County
17,267,Morrisonville Community Unit School District 1,Christian County
17,343,Rochester Community Unit School District 3A,Christian County
17,199,Hutsonville Community Unit School District 1,Clark County
17,288,North Clay Community Unit School District 25,Clay County
17,047,Aviston School District 21,Clinton County
17,070,Breese School District 12,Clinton County
17,084,Carlyle Community Unit School District 1,Clinton County
17,353,Sandoval Community Unit School District 501,Clinton County
17,374,St. Rose School District 14-15,Clinton County
17,394,Wesclin Community Unit School District 3,Clinton County
17,406,North Wamac School District 186,Clinton County
17,425,Willow Grove School District 46,Clinton County
17,039,Arcola Consolidated Unit School District 306,Coles County
17,096,Charleston Community Unit School District 1,Coles County
17,207,Kansas Community Unit School District 3,Coles County
17,064,Bloom Township High School District 206,Cook County
17,072,Lemont-Bromberek Combined School District 113A,Cook County
17,099,Chicago Public School District 299,Cook County
17,192,Hinsdale Community Consolidated School District 181,Cook County
17,193,Hinsdale Township High School District 86,Cook County
17,225,Lemont Township High School District 210,Cook County
17,376,Steger School District 194,Cook County
17,199,Hutsonville Community Unit School District 1,Crawford County
17,221,Red Hill Community Unit School District 10,Crawford County
17,221,Lawrence County Community Unit District 20,Crawford County
17,294,Oblong Community Unit School District 4,Crawford County
17,096,Charleston Community Unit School District 1,Cumberland County
17,390,Cumberland Community Unit School District 77,Cumberland County
17,078,Central Community Unit School District 301,DeKalb County
17,144,Eswood Community Consolidated District 269,DeKalb County
17,223,Lee Center Community Unit School District 271,DeKalb County
17,228,Leland Community Unit School District 1,DeKalb County
17,244,Kaneland Community Unit School District 302,DeKalb County
17,365,Somonauk Community Unit School District 432,DeKalb County
17,378,Steward Elementary School District 220,DeKalb County
17,384,Sycamore Community Unit School District 427,DeKalb County
17,039,Argenta-Oreana Community Unit School District 1,De Witt County
17,098,Chester-East Lincoln Community Csd 61,De Witt County
17,120,DeLand-Weldon Community Unit School District 57,De Witt County
17,188,Heyworth Community Unit School District 4,De Witt County
17,226,Le Roy Community Unit School District 2,De Witt County
17,247,Maroa-Forsyth Community Unit School District 2,De Witt County
17,001,Shiloh Community Unit School District 1,Douglas County
17,039,Arcola Consolidated Unit School District 306,Douglas County
17,396,Tuscola Community Unit School District 301,Douglas County
17,403,Villa Grove Community Unit School District 302,Douglas County
17,072,Lemont-Bromberek Combined School District 113A,DuPage County
17,099,Chicago Public School District 299,DuPage County
17,192,Hinsdale Community Consolidated School District 181,DuPage County
17,193,Hinsdale Township High School District 86,DuPage County
17,225,Lemont Township High School District 210,DuPage County
17,277,Naperville Community Unit District 203,DuPage County
17,371,St. Charles Community Unit School District 303,DuPage County
17,416,Indian Prairie Community Unit School District 204,DuPage County
17,000,Georgetown-Ridge Farm Consolidated Unit School District 4,Edgar County
17,001,Shiloh Community Unit School District 1,Edgar County
17,014,Salt Fork Community Unit School District 512,Edgar County
17,207,Kansas Community Unit School District 3,Edgar County
17,035,Altamont Community Unit School District 10,Effingham County
17,288,North Clay Community Unit School District 25,Effingham County
17,372,St. Elmo Community Unit School District 202,Effingham County
17,378,Stewardson-Strasburg Community Unit District 5A,Effingham County
17,001,Cowden-Herrick Community Unit School District 3A,Fayette County
17,035,Altamont Community Unit School District 10,Fayette County
17,274,Mulberry Grove Community Unit School District 1,Fayette County
17,372,St. Elmo Community Unit School District 202,Fayette County
17,401,Vandalia Community Unit School District 203,Fayette County
17,201,Iroquois West Community Unit School District 10,Ford County
17,013,Thompsonville Community Unit School District 174,Franklin County
17,032,Akin Community Consolidated School District 91,Franklin County
17,146,Ewing Northern Community Consolidated District 115,Franklin County
17,359,Sesser-Valier Community Unit School District 196,Franklin County
17,415,Frankfort Community Unit School District 168,Franklin County
17,438,Zeigler-Royalton Community Unit School District 188,Franklin County
17,044,Astoria Community Unit School District 1,Fulton County
17,199,Illini Bluffs Community Unit School District 327,Fulton County
17,369,Spoon River Valley Community Unit School District 4,Fulton County
17,182,Hardin County Community Unit School District 1,Gallatin County
17,157,Franklin Community Unit School District 1,Greene County
17,181,Calhoun Community Unit School District 40,Greene County
17,204,Jersey Community Unit School District 100,Greene County
17,422,North Greene Unit School District 3,Greene County
17,105,Coal City Community Unit School District 1,Grundy County
17,128,Dwight Common School District 232,Grundy County
17,162,Gardner-South Wilmington Township High School District,Grundy County
17,231,Lisbon Community Consolidated School District 90,Grundy County
17,262,Miller Township Community Consolidated School District,Grundy County
17,266,Morris Community High School District 101,Grundy County
17,354,Saratoga Community Consolidated School District 60C,Grundy County
17,358,Seneca Community Consolidated School District 170,Grundy County
17,358,Seneca Township High School District 160,Grundy County
17,368,South Wilmington Consolidated School District 74,Grundy County
17,013,Thompsonville Community Unit School District 174,Hamilton County
17,032,Akin Community Consolidated School District 91,Hamilton County
17,013,Dallas Elementary School District 327,Hancock County
17,255,Community Unit School District 4,Hancock County
17,182,Hardin County Community Unit School District 1,Hardin County
17,013,Dallas Elementary School District 327,Henderson County
17,038,Annawan Community Unit School District 226,Henry County
17,161,Galva Community Unit School District 224,Henry County
17,210,Kewanee Community Unit School District 229,Henry County
17,299,ROWVA Community Unit School District 208,Henry County
17,302,Orion Community Unit School District 223,Henry County
17,398,United Township High School District 30,Henry County
17,104,Central Community Unit School District 4,Iroquois County
17,201,Iroquois West Community Unit School District 10,Iroquois County
17,311,Pembroke Consolidated Community School District 259,Iroquois County
17,371,St. Anne Consolidated Community School District 256,Iroquois County
17,371,St. Anne Community High School District 302,Iroquois County
17,083,Carbondale Community High School District 165,Jackson County
17,105,Cobden School Unit District 17,Jackson County
17,127,Du Quoin Community Unit School District 300,Jackson County
17,165,Giant City Community Consolidated School District 130,Jackson County
17,294,Oblong Community Unit School District 4,Jasper County
17,390,Cumberland Community Unit School District 77,Jasper County
17,146,Ewing Northern Community Consolidated District 115,Jefferson County
17,149,Farrington Community Consolidated School District 99,Jefferson County
17,209,Kell Consolidated School District 2,Jefferson County
17,277,Nashville Community High School District 99,Jefferson County
17,351,Salem Community High School District 600,Jefferson County
17,359,Sesser-Valier Community Unit School District 196,Jefferson County
17,036,Alton Community Unit School District 11,Jersey County
17,204,Jersey Community Unit School District 100,Jersey County
17,315,Southwestern Community Unit School District 9,Jersey County
17,003,West Carroll Community Unit School District 314,Jo Daviess County
17,225,Lena-Winslow Community Unit School District 202,Jo Daviess County
17,407,Warren Community Unit School District 205,Jo Daviess County
17,000,Goreville Community Unit School District 1,Johnson County
17,077,Buncombe Consolidated School District 43,Johnson County
17,115,Cypress School District 64,Johnson County
17,246,Marion Community Unit School District 2,Johnson County
17,281,New Simpson Hill Consolidated District 32,Johnson County
17,402,Vienna School District 55,Johnson County
17,078,Central Community Unit School District 301,Kane County
17,198,Huntley Consolidated School District 158,Kane County
17,244,Kaneland Community Unit School District 302,Kane County
17,371,St. Charles Community Unit School District 303,Kane County
17,384,Sycamore Community Unit School District 427,Kane County
17,439,Yorkville Community Unit School District 115,Kane County
17,104,Central Community Unit School District 4,Kankakee County
17,162,Gardner-South Wilmington Township High School District,Kankakee County
17,243,Manteno Community Unit School District 5,Kankakee County
17,311,Pembroke Consolidated Community School District 259,Kankakee County
17,312,Peotone Community Unit School District 207U,Kankakee County
17,333,Reed Custer Community Unit School District 255U,Kankakee County
17,368,South Wilmington Consolidated School District 74,Kankakee County
17,371,St. Anne Consolidated Community School District 256,Kankakee County
17,371,St. Anne Community High School District 302,Kankakee County
17,231,Lisbon Community Consolidated School District 90,Kendall County
17,266,Morris Community High School District 101,Kendall County
17,282,Newark Community Consolidated School District 66,Kendall County
17,317,Plainfield School District 202,Kendall County
17,354,Saratoga Community Consolidated School District 60C,Kendall County
17,439,Yorkville Community Unit School District 115,Kendall County
17,160,Galesburg Community Unit School District 205,Knox County
17,161,Galva Community Unit School District 224,Knox County
17,299,ROWVA Community Unit School District 208,Knox County
17,369,Spoon River Valley Community Unit School District 4,Knox County
17,002,Nippersink School District 2,Lake County
17,087,Cary Community Consolidated School District 26,Lake County
17,113,Community High School District 155,Lake County
17,252,McHenry Community Consolidated School District 15,Lake County
17,335,Richmond-Burton Community High School District 157,Lake County
17,411,Wauconda Community Unit School District 118,Lake County
17,034,Allen Township Community Consolidated School District 65,LaSalle County
17,122,Dimmick Community Consolidated School District 175,LaSalle County
17,221,LaSalle-Peru Township High School District 120,LaSalle County
17,228,Leland Community Unit School District 1,LaSalle County
17,262,Miller Township Community Consolidated School District,LaSalle County
17,282,Newark Community Consolidated School District 66,LaSalle County
17,358,Seneca Community Consolidated School District 170,LaSalle County
17,358,Seneca Township High School District 160,LaSalle County
17,365,Somonauk Community Unit School District 432,LaSalle County
17,380,Woodland Community Unit School District 5,LaSalle County
17,381,Streator Township High School District 40,LaSalle County
17,221,Red Hill Community Unit School District 10,Lawrence County
17,221,Lawrence County Community Unit District 20,Lawrence County
17,014,East Coloma-Nelson Consolidated Elementary School District 20,Lee County
17,043,Ashton Community Unit School District 275,Lee County
17,123,Dixon Unit School District 170,Lee County
17,216,La Moille Community Unit School District 303,Lee County
17,223,Lee Center Community Unit School District 271,Lee County
17,265,Montmorency Community Consolidated School District 145,Lee County
17,297,Ohio Community Consolidated School District 17,Lee County
17,297,Ohio Community High School District 505,Lee County
17,342,Rochelle Community Consolidated District 231,Lee County
17,343,Rock Falls Township High School District 301,Lee County
17,378,Steward Elementary School District 220,Lee County
17,423,Sterling Community Unit District 5,Lee County
17,034,Allen Township Community Consolidated School District 65,Livingston County
17,128,Dwight Common School District 232,Livingston County
17,380,Woodland Community Unit School District 5,Livingston County
17,381,Streator Township High School District 40,Livingston County
17,098,Chester-East Lincoln Community Csd 61,Logan County
17,120,Delavan Community Unit School District 703,Logan County
17,177,Greenview Community Unit School District 200,Logan County
17,183,Hartsburg-Emden Community Unit School District 21,Logan County
17,408,Warrensburg-Latham Community Unit District 11,Logan County
17,002,Nippersink School District 2,McHenry County
17,087,Cary Community Consolidated School District 26,McHenry County
17,113,Community High School District 155,McHenry County
17,184,Harvard Community Unit School District 50,McHenry County
17,198,Huntley Consolidated School District 158,McHenry County
17,252,McHenry Community Consolidated School District 15,McHenry County
17,335,Richmond-Burton Community High School District 157,McHenry County
17,411,Wauconda Community Unit School District 118,McHenry County
17,188,Heyworth Community Unit School District 4,McLean County
17,226,Le Roy Community Unit School District 2,McLean County
17,286,McLean County Unit School District 5,McLean County
17,001,Meridian Community Unit School District 15,Macon County
17,039,Argenta-Oreana Community Unit School District 1,Macon County
17,247,Maroa-Forsyth Community Unit School District 2,Macon County
17,273,Mount Zion Community Unit School District 3,Macon County
17,408,Warrensburg-Latham Community Unit District 11,Macon County
17,077,Bunker Hill Community Unit School District 8,Macoupin County
17,232,Litchfield Community Unit School District 12,Macoupin County
17,271,Mount Olive Community Unit School District 5,Macoupin County
17,315,Southwestern Community Unit School District 9,Macoupin County
17,375,Staunton Community Unit School District 6,Macoupin County
17,036,Alton Community Unit School District 11,Madison County
17,047,Aviston School District 21,Madison County
17,077,Bunker Hill Community Unit School District 8,Madison County
17,106,Collinsville Community Unit School District 10,Madison County
17,374,St. Rose School District 14-15,Madison County
17,375,Staunton Community Unit School District 6,Madison County
17,149,Farrington Community Consolidated School District 99,Marion County
17,209,Kell Consolidated School District 2,Marion County
17,351,Salem Community High School District 600,Marion County
17,353,Sandoval Community Unit School District 501,Marion County
17,199,Illinois Valley Central Unit School District 321,Marshall County
17,409,Lowpoint-Washburn Community Unit School District 21,Marshall County
17,439,Midwest Central Community Unit School District 191,Mason County
17,402,Vienna School District 55,Massac County
17,177,Greenview Community Unit School District 200,Menard County
17,344,Rockridge Community Unit School District 300,Mercer County
17,361,Sherrard Community Unit School District 200,Mercer County
17,107,Columbia Community Unit School District 4,Monroe County
17,279,New Athens Community Unit School District 60,Monroe County
17,410,Waterloo Community Unit School District 5,Monroe County
17,046,Auburn Community Unit School District 10,Montgomery County
17,177,Bond County Community Unit School District 2,Montgomery County
17,192,Hillsboro Community Unit School District 3,Montgomery County
17,232,Litchfield Community Unit School District 12,Montgomery County
17,267,Morrisonville Community Unit School District 1,Montgomery County
17,271,Mount Olive Community Unit School District 5,Montgomery County
17,401,Vandalia Community Unit School District 203,Montgomery County
17,066,Scott-Morgan Consolidated Unit School District 2,Morgan County
17,157,Franklin Community Unit School District 1,Morgan County
17,279,Community Unit School District 16,Morgan County
17,404,Virginia Community Unit School District 64,Morgan County
17,273,Mount Zion Community Unit School District 3,Moultrie County
17,426,Windsor Community Unit School District 1,Moultrie County
17,043,Ashton Community Unit School District 275,Ogle County
17,123,Dixon Unit School District 170,Ogle County
17,144,Eswood Community Consolidated District 269,Ogle County
17,154,Forrestville Valley Community Unit School District 221,Ogle County
17,256,Meridian Community Unit School District 223,Ogle County
17,342,Rochelle Community Consolidated District 231,Ogle County
17,199,Illini Bluffs Community Unit School District 327,Peoria County
17,199,Illinois Valley Central Unit School District 321,Peoria County
17,000,Pinckneyville School District 50,Perry County
17,109,Coulterville Unit School District 1,Perry County
17,127,Du Quoin Community Unit School District 300,Perry County
17,293,Oakdale Community Consolidated School District 1,Perry County
17,316,Pinckneyville Community High School District 101,Perry County
17,058,Bement Community Unit School District 5,Piatt County
17,120,DeLand-Weldon Community Unit School District 57,Piatt County
17,013,Western Community Unit School District 12,Pike County
17,177,Griggsville-Perry Community Unit School District 4,Pike County
17,227,Liberty Community Unit School District 2,Pike County
17,317,Pikeland Community Unit School District 10,Pike County
17,318,Pleasant Hill Community Unit School District 3,Pike County
17,124,Dongola School Unit District 66,Pulaski County
17,135,Egyptian Community Unit School District 5,Pulaski County
17,269,Meridian Community Unit School District 101,Pulaski County
17,326,Princeton Elementary School District 115,Putnam County
17,327,Princeton High School District 500,Putnam County
17,109,Coulterville Unit School District 1,Randolph County
17,302,Orion Community Unit School District 223,Rock Island County
17,344,Rockridge Community Unit School District 300,Rock Island County
17,361,Sherrard Community Unit School District 200,Rock Island County
17,398,United Township High School District 30,Rock Island County
17,106,Collinsville Community Unit School District 10,St. Clair County
17,107,Columbia Community Unit School District 4,St. Clair County
17,158,Freeburg Community High School District 77,St. Clair County
17,246,Marissa Community Unit School District 40,St. Clair County
17,279,New Athens Community Unit School District 60,St. Clair County
17,374,St. Libory Consolidated School District 30,St. Clair County
17,394,Wesclin Community Unit School District 3,St. Clair County
17,410,Waterloo Community Unit School District 5,St. Clair County
17,085,Carrier Mills-Stonefort Community Unit School District,Saline County
17,046,Auburn Community Unit School District 10,Sangamon County
17,134,Edinburg Community Unit School District 4,Sangamon County
17,279,Community Unit School District 16,Sangamon County
17,343,Rochester Community Unit School District 3A,Sangamon County
17,044,Astoria Community Unit School District 1,Schuyler County
17,066,Scott-Morgan Consolidated Unit School District 2,Scott County
17,422,North Greene Unit School District 3,Scott County
17,001,Cowden-Herrick Community Unit School District 3A,Shelby County
17,378,Stewardson-Strasburg Community Unit District 5A,Shelby County
17,426,Windsor Community Unit School District 1,Shelby County
17,128,Durand Community Unit School District 322,Stephenson County
17,154,Forrestville Valley Community Unit School District 221,Stephenson County
17,225,Lena-Winslow Community Unit School District 202,Stephenson County
17,310,Pecatonica Community Unit School District 321,Stephenson County
17,407,Warren Community Unit School District 205,Stephenson County
17,427,Winnebago Community Unit School District 323,Stephenson County
17,118,Deer Creek-Mackinaw Community Unit School District 701,Tazewell County
17,120,Delavan Community Unit School District 703,Tazewell County
17,144,Eureka Community Unit District 140,Tazewell County
17,183,Hartsburg-Emden Community Unit School District 21,Tazewell County
17,439,Midwest Central Community Unit School District 191,Tazewell County
17,000,Goreville Community Unit School District 1,Union County
17,077,Buncombe Consolidated School District 43,Union County
17,105,Cobden School Unit District 17,Union County
17,115,Cypress School District 64,Union County
17,124,Dongola School Unit District 66,Union County
17,000,Georgetown-Ridge Farm Consolidated Unit School District 4,Vermilion County
17,003,Prairieview-Ogden Community Consolidated School District 197,Vermilion County
17,014,Salt Fork Community Unit School District 512,Vermilion County
17,042,Armstrong-Ellis Consolidated School District 61,Vermilion County
17,042,Armstrong Township High School District 225,Vermilion County
17,374,St. Joseph-Ogden Community High School District 305,Vermilion County
17,160,Galesburg Community Unit School District 205,Warren County
17,000,Pinckneyville School District 50,Washington County
17,158,Freeburg Community High School District 77,Washington County
17,246,Marissa Community Unit School District 40,Washington County
17,277,Nashville Community High School District 99,Washington County
17,293,Oakdale Community Consolidated School District 1,Washington County
17,316,Pinckneyville Community High School District 101,Washington County
17,374,St. Libory Consolidated School District 30,Washington County
17,406,North Wamac School District 186,Washington County
17,425,Willow Grove School District 46,Washington County
17,261,Fairfield Community High School District 225,Wayne County
17,281,New Hope Community Consolidated School District 6,Wayne County
17,261,Fairfield Community High School District 225,White County
17,281,New Hope Community Consolidated School District 6,White County
17,014,East Coloma-Nelson Consolidated Elementary School District 20,Whiteside County
17,094,Chadwick-Milledgeville Community Unit School District 399,Whiteside County
17,265,Montmorency Community Consolidated School District 145,Whiteside County
17,343,Rock Falls Township High School District 301,Whiteside County
17,423,Sterling Community Unit District 5,Whiteside County
17,064,Bloom Township High School District 206,Will County
17,105,Coal City Community Unit School District 1,Will County
17,243,Manteno Community Unit School District 5,Will County
17,277,Naperville Community Unit District 203,Will County
17,312,Peotone Community Unit School District 207U,Will County
17,317,Plainfield School District 202,Will County
17,333,Reed Custer Community Unit School District 255U,Will County
17,376,Steger School District 194,Will County
17,416,Indian Prairie Community Unit School District 204,Will County
17,083,Carbondale Community High School District 165,Williamson County
17,085,Carrier Mills-Stonefort Community Unit School District,Williamson County
17,165,Giant City Community Consolidated School District 130,Williamson County
17,246,Marion Community Unit School District 2,Williamson County
17,281,New Simpson Hill Consolidated District 32,Williamson County
17,415,Frankfort Community Unit School District 168,Williamson County
17,438,Zeigler-Royalton Community Unit School District 188,Williamson County
17,128,Durand Community Unit School District 322,Winnebago County
17,196,Hononegah Community High School District 207,Winnebago County
17,211,Kinnikinnick Community Consolidated School District 131,Winnebago County
17,256,Meridian Community Unit School District 223,Winnebago County
17,287,North Boone Community Unit School District 200,Winnebago County
17,310,Pecatonica Community Unit School District 321,Winnebago County
17,345,Rockford School District 205,Winnebago County
17,427,Winnebago Community Unit School District 323,Winnebago County
17,118,Deer Creek-Mackinaw Community Unit School District 701,Woodford County
17,144,Eureka Community Unit District 140,Woodford County
17,286,McLean County Unit School District 5,Woodford County
17,409,Lowpoint-Washburn Community Unit School District 21,Woodford County
18,104,South Newton School Corporation,Benton County
18,064,Sheridan Community Schools,Boone County
18,097,Rossville Consolidated School District,Carroll County
18,115,Twin Lakes School Corporation,Carroll County
18,014,Caston School Corporation,Cass County
18,089,Pioneer Regional School Corporation,Cass County
18,008,Clay Community Schools,Clay County
18,101,Shakamak Schools Metropolitan School District,Clay County
18,097,Rossville Consolidated School District,Clinton County
18,024,Crawford County Community School Corporation,Crawford County
18,111,Sunman-Dearborn Community School Corporation,Dearborn County
18,026,Decatur County Community Schools,Decatur County
18,015,DeKalb County Central United School District,DeKalb County
18,042,Hamilton Community Schools,DeKalb County
18,122,Wa-Nee Community Schools,Elkhart County
18,024,Covington Community School Corporation,Fountain County
18,003,Batesville Community School Corporation,Franklin County
18,116,Union County-College Corner Joint School District,Franklin County
18,014,Caston School Corporation,Fulton County
18,071,Eastern Pulaski Community School Corporation,Fulton County
18,113,Tippecanoe Valley School Corporation,Fulton County
18,062,Madison-Grant United School Corporation,Grant County
18,083,Oak Hill United School Corporation,Grant County
18,101,Shakamak Schools Metropolitan School District,Greene County
18,064,Sheridan Community Schools,Hamilton County
18,024,Crawford County Community School Corporation,Harrison County
18,010,C. A. Beard Memorial School Corporation,Henry County
18,073,Nettle Creek School Corporation,Henry County
18,117,Union School Corporation,Henry County
18,093,West Central School Corporation,Jasper County
18,076,Nineveh-Hensley-Jackson United School Corporation,Johnson County
18,113,Tippecanoe Valley School Corporation,Kosciusko County
18,114,Triton School Corporation,Kosciusko County
18,122,Wa-Nee Community Schools,Kosciusko County
18,132,Whitko Community School Corporation,Kosciusko County
18,055,Lakeland School Corporation,LaGrange County
18,093,Prairie Heights Community School Corporation,LaGrange County
18,065,Michigan City Area Schools,LaPorte County
18,075,New Prairie United School Corporation,LaPorte County
18,062,Madison-Grant United School Corporation,Madison County
18,114,Triton School Corporation,Marshall County
18,119,Union-North United School Corporation,Marshall County
18,083,Oak Hill United School Corporation,Miami County
18,076,Nineveh-Hensley-Jackson United School Corporation,Morgan County
18,104,South Newton School Corporation,Newton County
18,055,Lakeland School Corporation,Noble County
18,102,Smith-Green Community Schools,Noble County
18,022,Cloverdale Community Schools,Owen County
18,008,Clay Community Schools,Parke County
18,065,Michigan City Area Schools,Porter County
18,071,Eastern Pulaski Community School Corporation,Pulaski County
18,078,North Judson-San Pierre School Corporation,Pulaski County
18,093,West Central School Corporation,Pulaski County
18,022,Cloverdale Community Schools,Putnam County
18,117,Union School Corporation,Randolph County
18,003,Batesville Community School Corporation,Ripley County
18,111,Sunman-Dearborn Community School Corporation,Ripley County
18,010,C. A. Beard Memorial School Corporation,Rush County
18,075,New Prairie United School Corporation,St. Joseph County
18,119,Union-North United School Corporation,St. Joseph County
18,026,Decatur County Community Schools,Shelby County
18,078,North Judson-San Pierre School Corporation,Starke County
18,015,DeKalb County Central United School District,Steuben County
18,042,Hamilton Community Schools,Steuben County
18,093,Prairie Heights Community School Corporation,Steuben County
18,116,Union County-College Corner Joint School District,Union County
18,024,Covington Community School Corporation,Warren County
18,073,Nettle Creek School Corporation,Wayne County
18,089,Pioneer Regional School Corporation,White County
18,115,Twin Lakes School Corporation,White County
18,102,Smith-Green Community Schools,Whitley County
18,132,Whitko Community School Corporation,Whitley County
19,131,Nodaway Valley Community School District,Adair County
19,081,Corning Community School District,Adams County
19,033,Allamakee Community School District,Allamakee County
19,087,Decorah Community School District,Allamakee County
19,181,MFL MarMac Community School District,Allamakee County
19,032,Albia Community School District,Appanoose County
19,198,Moulton-Udell Community School District,Appanoose County
19,256,Seymour Community School District,Appanoose County
19,039,Audubon Community School District,Audubon County
19,133,Guthrie Center Community School District,Audubon County
19,066,Center Point-Urbana Community School District,Benton County
19,145,Independence Community School District,Benton County
19,089,Denver Community School District,Black Hawk County
19,095,Dunkerton Community School District,Black Hawk County
19,151,Janesville Consolidated School District,Black Hawk County
19,153,Jesup Community School District,Black Hawk County
19,125,Gilbert Community School District,Boone County
19,152,Greene County Community School District,Boone County
19,266,South Hamilton Community School District,Boone County
19,285,United Community School District,Boone County
19,089,Denver Community School District,Bremer County
19,095,Dunkerton Community School District,Bremer County
19,151,Janesville Consolidated School District,Bremer County
19,280,Tripoli Community School District,Bremer County
19,145,Independence Community School District,Buchanan County
19,153,Jesup Community School District,Buchanan County
19,216,Oelwein Community School District,Buchanan County
19,309,West Delaware County Community School District,Buchanan County
19,000,Albert City-Truesdale Community School District,Buena Vista County
19,273,Storm Lake Community School District,Buena Vista County
19,034,North Butler Community School District,Butler County
19,037,Aplington-Parkersburg Community School District,Butler County
19,134,Hampton-Dumont Community School District,Butler County
19,037,Ar-We-Va Community School District,Carroll County
19,127,Glidden-Ralston Community School District,Carroll County
19,047,Bennett Community School District,Cedar County
19,171,North Cedar Community School District,Cedar County
19,307,West Branch Community School District,Cedar County
19,318,Wilton Community School District,Cedar County
19,123,Garner-Hayfield-Ventura Community School District,Cerro Gordo County
19,186,Marcus-Meriden-Cleghorn Community School District,Cherokee County
19,070,Charles City Community School District,Chickasaw County
19,203,New Hampton Community School District,Chickasaw County
19,280,Tripoli Community School District,Chickasaw County
19,000,Okoboji Community School District,Clay County
19,250,Ruthven-Ayrshire Community School District,Clay County
19,000,North Fayette Valley Community School District,Clayton County
19,105,Edgewood-Colesburg Community School District,Clayton County
19,181,MFL MarMac Community School District,Clayton County
19,060,Calamus-Wheatland Community School District,Clinton County
19,088,Delwood Community School District,Clinton County
19,101,Easton Valley Community School District,Clinton County
19,037,Ar-We-Va Community School District,Crawford County
19,071,Charter Oak-Ute Community School District,Crawford County
19,089,Denison Community School District,Crawford County
19,254,Schleswig Community School District,Crawford County
19,031,Adel-De Soto-Minburn Community School District,Dallas County
19,085,Dallas Center-Grimes Community School District,Dallas County
19,100,Earlham Community School District,Dallas County
19,290,Van Meter Community School District,Dallas County
19,309,West Des Moines Community School District,Dallas County
19,086,Davis County Community School District,Davis County
19,198,Moulton-Udell Community School District,Davis County
19,163,Lamoni Community School District,Decatur County
19,105,Edgewood-Colesburg Community School District,Delaware County
19,309,West Delaware County Community School District,Delaware County
19,085,Danville Community School District,Des Moines County
19,189,Mediapolis Community School District,Des Moines County
19,197,Morning Sun Community School District,Des Moines County
19,204,New London Community School District,Des Moines County
19,297,Wapello Community School District,Des Moines County
19,000,Okoboji Community School District,Dickinson County
19,110,Estherville Lincoln Central Community School District,Dickinson County
19,161,Harris-Lake Park Community School District,Dickinson County
19,094,Dubuque Community School District,Dubuque County
19,110,Estherville Lincoln Central Community School District,Emmet County
19,000,North Fayette Valley Community School District,Fayette County
19,216,Oelwein Community School District,Fayette County
19,034,North Butler Community School District,Floyd County
19,070,Charles City Community School District,Floyd County
19,218,Osage Community School District,Floyd County
19,000,Alden Community School District,Franklin County
19,059,Cal Community School District,Franklin County
19,134,Hampton-Dumont Community School District,Franklin County
19,147,Iowa Falls Community School District,Franklin County
19,121,Fremont-Mills Community School District,Fremont County
19,127,Glidden-Ralston Community School District,Greene County
19,152,Greene County Community School District,Greene County
19,037,Aplington-Parkersburg Community School District,Grundy County
19,132,Grundy Center Community School District,Grundy County
19,039,Audubon Community School District,Guthrie County
19,133,Guthrie Center Community School District,Guthrie County
19,143,Hubbard-Radcliffe Community School District,Hamilton County
19,266,South Hamilton Community School District,Hamilton County
19,054,West Hancock Community School District,Hancock County
19,123,Garner-Hayfield-Ventura Community School District,Hancock County
19,000,Alden Community School District,Hardin County
19,143,Hubbard-Radcliffe Community School District,Hardin County
19,147,Iowa Falls Community School District,Hardin County
19,135,Harlan Community School District,Harrison County
19,194,Missouri Valley Community School District,Harrison County
19,309,West Harrison Community School District,Harrison County
19,311,West Monona Community School District,Harrison County
19,085,Danville Community School District,Henry County
19,204,New London Community School District,Henry County
19,203,New Hampton Community School District,Howard County
19,241,Riceville Community School District,Howard County
19,282,Twin Rivers Community School District,Humboldt County
19,089,Denison Community School District,Ida County
19,254,Schleswig Community School District,Ida County
19,075,Clear Creek-Amana Community School District,Iowa County
19,133,H-L-V Community School District,Iowa County
19,316,Williamsburg Community School District,Iowa County
19,088,Delwood Community School District,Jackson County
19,094,Dubuque Community School District,Jackson County
19,101,Easton Valley Community School District,Jackson County
19,043,Baxter Community School District,Jasper County
19,050,Bondurant-Farrar Community School District,Jasper County
19,132,Grinnell-Newburg Community School District,Jasper County
19,302,Washington Community School District,Jefferson County
19,075,Clear Creek-Amana Community School District,Johnson County
19,175,Lone Tree Community School District,Johnson County
19,265,Solon Community School District,Johnson County
19,307,West Branch Community School District,Johnson County
19,316,Williamsburg Community School District,Johnson County
19,035,Anamosa Community School District,Jones County
19,171,North Cedar Community School District,Jones County
19,156,Keota Community School District,Keokuk County
19,057,North Iowa Community School District,Kossuth County
19,282,Twin Rivers Community School District,Kossuth County
19,035,Anamosa Community School District,Linn County
19,066,Center Point-Urbana Community School District,Linn County
19,265,Solon Community School District,Linn County
19,079,Columbus Community School District,Louisa County
19,175,Lone Tree Community School District,Louisa County
19,178,Louisa-Muscatine Community School District,Louisa County
19,189,Mediapolis Community School District,Louisa County
19,197,Morning Sun Community School District,Louisa County
19,297,Wapello Community School District,Louisa County
19,070,Chariton Community School District,Lucas County
