STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
06,195,Kern High School District,Kern County
06,195,Kernville Union Elementary School District,Kern County
06,207,Lakeside Union School District,Kern County
06,208,Lamont Elementary School District,Kern County
06,214,Richland Union School District,Kern County
06,229,Lost Hills Union Elementary School District,Kern County
06,237,Maple Elementary School District,Kern County
06,238,Maricopa Unified School District,Kern County
06,242,McFarland Unified School District,Kern County
06,243,McKittrick Elementary School District,Kern County
06,247,Midway Elementary School District,Kern County
06,252,Mojave Unified School District,Kern County
06,274,Norris Elementary School District,Kern County
06,313,Pond Union Elementary School District,Kern County
06,327,Rio Bravo-Greeley Union Elementary School District,Kern County
06,334,Rosedale Union Elementary School District,Kern County
06,363,Semitropic Elementary School District,Kern County
06,374,South Fork Union School District,Kern County
06,376,Southern Kern Unified School District,Kern County
06,378,Standard Elementary School District,Kern County
06,387,Taft City School District,Kern County
06,387,Taft Union High School District,Kern County
06,388,Tehachapi Unified School District,Kern County
06,411,Vineland Elementary School District,Kern County
06,414,Wasco Union Elementary School District,Kern County
06,414,Wasco Union High School District,Kern County
06,031,Armona Union Elementary School District,Kings County
06,079,Central Union Elementary School District,Kings County
06,164,Hanford Elementary School District,Kings County
06,185,Island Union Elementary School District,Kings County
06,197,Kings River-Hardwick Union Elementary School District,Kings County
06,207,Lakeside Union Elementary School District,Kings County
06,213,Lemoore Union Elementary School District,Kings County
06,214,Lemoore Union High School District,Kings County
06,305,Pioneer Union Elementary School District,Kings County
06,322,Reef-Sunset Unified School District,Kings County
06,014,Upper Lake Unified School District,Lake County
06,193,Kelseyville Unified School District,Lake County
06,200,Konocti Unified School District,Lake County
06,206,Lakeport Unified School District,Lake County
06,230,Lucerne Elementary School District,Lake County
06,247,Middletown Unified School District,Lake County
06,990,Upper Lake Unified School District (9-12),Lake County
06,000,Fort Sage Unified School District,Lassen County
06,187,Janesville Union Elementary School District,Lassen County
06,190,Johnstonville Elementary School District,Lassen County
06,210,Lassen Union High School District,Lassen County
06,318,Ravendale-Termo Elementary School District,Lassen County
06,325,Richmond Elementary School District,Lassen County
06,364,Shaffer Union Elementary School District,Lassen County
06,385,Susanville Elementary School District,Lassen County
06,423,Westwood Unified School District,Lassen County
06,000,Acton-Agua Dulce Unified School District,Los Angeles County
06,000,Manhattan Beach Unified School District,Los Angeles County
06,000,Redondo Beach Unified School District,Los Angeles County
06,001,Alhambra Unified School District,Los Angeles County
06,014,Wiseburn Unified School District,Los Angeles County
06,016,ABC Unified School District,Los Angeles County
06,028,Antelope Valley Union Joint High School District,Los Angeles County
06,029,Arcadia Unified School District,Los Angeles County
06,036,Azusa Unified School District,Los Angeles County
06,036,Baldwin Park Unified School District,Los Angeles County
06,041,Bassett Unified School District,Los Angeles County
06,044,Bellflower Unified School District,Los Angeles County
06,048,Beverly Hills Unified School District,Los Angeles County
06,056,Bonita Unified School District,Los Angeles County
06,060,Alhambra Unified School District (9-12),Los Angeles County
06,064,Burbank Unified School District,Los Angeles County
06,077,Castaic Union School District,Los Angeles County
06,079,Centinela Valley Union High School District,Los Angeles County
06,081,Charter Oak Unified School District,Los Angeles County
06,087,Claremont Unified School District,Los Angeles County
06,096,Compton Unified School District,Los Angeles County
06,100,Covina-Valley Unified School District,Los Angeles County
06,102,Culver City Unified School District,Los Angeles County
06,114,Downey Unified School District,Los Angeles County
06,115,Duarte Unified School District,Los Angeles County
06,118,East Whittier City Elementary School District,Los Angeles County
06,119,Eastside Union Elementary School District,Los Angeles County
06,120,El Monte City School District,Los Angeles County
06,121,El Monte Union High School District,Los Angeles County
06,121,El Rancho Unified School District,Los Angeles County
06,122,El Segundo Unified School District,Los Angeles County
06,149,Garvey Elementary School District,Los Angeles County
06,152,Glendale Unified School District,Los Angeles County
06,152,Glendora Unified School District,Los Angeles County
06,156,Gorman Elementary School District,Los Angeles County
06,163,Hacienda La Puente Unified School District,Los Angeles County
06,166,Hawthorne Elementary School District,Los Angeles County
06,170,Hermosa Beach City Elementary School District,Los Angeles County
06,178,Hughes-Elizabeth Lakes Union Elementary School District,Los Angeles County
06,183,Inglewood Unified School District,Los Angeles County
06,194,Keppel Union Elementary School District,Los Angeles County
06,201,La Ca̱ada Unified School District,Los Angeles County
06,208,Lancaster Elementary School District,Los Angeles County
06,212,Lawndale Elementary School District,Los Angeles County
06,214,Lennox Elementary School District,Los Angeles County
06,219,Little Lake City Elementary School District,Los Angeles County
06,225,Long Beach Unified School District,Los Angeles County
06,227,Los Angeles Unified School District,Los Angeles County
06,228,Los Nietos Elementary School District,Los Angeles County
06,231,Lynwood Unified School District,Los Angeles County
06,253,Monrovia Unified School District,Los Angeles County
06,254,Montebello Unified School District,Los Angeles County
06,261,Mountain View Elementary School District,Los Angeles County
06,271,Newhall Elementary School District,Los Angeles County
06,276,Norwalk-La Mirada Unified School District,Los Angeles County
06,295,Palmdale Elementary School District,Los Angeles County
06,297,Palos Verdes Peninsula Unified School District,Los Angeles County
06,298,Paramount Unified School District,Los Angeles County
06,299,Pasadena Unified School District,Los Angeles County
06,313,Pomona Unified School District,Los Angeles County
06,335,Rosemead Elementary School District,Los Angeles County
06,344,San Gabriel Unified School District,Los Angeles County
06,348,San Marino Unified School District,Los Angeles County
06,357,Santa Monica-Malibu Unified School District,Los Angeles County
06,359,Saugus Union Elementary School District,Los Angeles County
06,375,South Pasadena Unified School District,Los Angeles County
06,375,South Whittier Elementary School District,Los Angeles County
06,382,Sulphur Springs Union Elementary School District,Los Angeles County
06,389,Temple City Unified School District,Los Angeles County
06,394,Torrance Unified School District,Los Angeles County
06,406,Valle Lindo Elementary School District,Los Angeles County
06,412,Walnut Valley Unified School District,Los Angeles County
06,420,West Covina Unified School District,Los Angeles County
06,421,Westside Union Elementary School District,Los Angeles County
06,424,Whittier City Elementary School District,Los Angeles County
06,424,Whittier Union High School District,Los Angeles County
06,425,William S. Hart Union High School District,Los Angeles County
06,428,Wilsona Elementary School District,Los Angeles County
06,000,Golden Valley Unified School District,Madera County
06,001,Chawanakee Unified School District,Madera County
06,001,Yosemite Unified School District,Madera County
06,023,Alview-Dairyland Union Elementary School District,Madera County
06,085,Chowchilla Elementary School District,Madera County
06,085,Chowchilla Union High School District,Madera County
06,233,Madera Unified School District,Madera County
06,319,Raymond-Knowles Union Elementary School District,Madera County
06,000,Ross Valley Elementary School District,Marin County
06,055,Bolinas-Stinson Union Elementary School District,Marin County
06,112,Dixie Elementary School District,Marin County
06,193,Kentfield Elementary School District,Marin County
06,205,Lagunitas Elementary School District,Marin County
06,209,Larkspur Elementary School District,Marin County
06,216,Lincoln Elementary School District,Marin County
06,248,Mill Valley Elementary School District,Marin County
