LEAID,NAME_LEA21,NAME_COUNTY21
4111250,Sherman School District 1,Sherman County
4108700,Nestucca Valley School District 101J,Tillamook County
4101660,Athena-Weston School District 29J,Umatilla County
4101660,Athena-Weston School District 29J,Union County
4101710,Baker School District 5J,Union County
4108940,North Powder School District 8J,Union County
4105250,Fossil School District 21J,Wasco County
4106740,Jefferson County School District 509J,Wasco County
4111250,Sherman School District 1,Wasco County
4100023,Hillsboro School District 1J,Washington County
4101920,Beaverton School District 48J,Washington County
4105430,Gaston School District 511J,Washington County
4111290,Sherwood School District 88J,Washington County
4112240,Tigard-Tualatin School District 23J,Washington County
4112930,Vernonia School District 47J,Washington County
4113170,West Linn School District 3J,Washington County
4103330,Condon School District 25J,Wheeler County
4104020,Dayville School District 16J,Wheeler County
4105250,Fossil School District 21J,Wheeler County
4101230,Amity School District 4J,Yamhill County
4105430,Gaston School District 511J,Yamhill County
4108700,Nestucca Valley School District 101J,Yamhill County
4111220,Sheridan School District 48J,Yamhill County
4209960,Fort Cherry School District,Allegheny County
4217940,Norwin School District,Allegheny County
4218660,Penn-Trafford School District,Allegheny County
4202550,Apollo-Ridge School District,Armstrong County
4202590,Armstrong School District,Armstrong County
4210440,Freeport Area School District,Armstrong County
4212840,Kiski Area School District,Armstrong County
4213470,Leechburg Area School District,Armstrong County
4220130,Redbank Valley School District,Armstrong County
4203688,Blackhawk School District,Beaver County
4209240,Ellwood City Area School District,Beaver County
4206120,Claysburg-Kimmel School District,Bedford County
4223970,Tussey Mountain School District,Bedford County
4203960,Boyertown Area School District,Berks County
4206780,Conrad Weiser Area School District,Berks County
4224000,Twin Valley School District,Berks County
4224540,Upper Perkiomen School District,Berks County
4206120,Claysburg-Kimmel School District,Blair County
4213770,Penn Cambria School District,Blair County
4226700,Wyalusing Area School District,Bradford County
4217280,North Penn School District,Bucks County
4221870,Souderton Area School District,Bucks County
4210440,Freeport Area School District,Butler County
4210830,Glendale School District,Cambria County
4213770,Penn Cambria School District,Cambria County
4226610,Windber Area School District,Cambria County
4218450,Panther Valley School District,Carbon County
4219020,Philipsburg-Osceola Area School District,Centre County
4218030,Octorara Area School District,Chester County
4222560,Spring-Ford Area School District,Chester County
4224000,Twin Valley School District,Chester County
4224210,Unionville-Chadds Ford School District,Chester County
4225290,West Chester Area School District,Chester County
4206090,Clarion-Limestone Area School District,Clarion County
4220130,Redbank Valley School District,Clarion County
4207830,DuBois Area School District,Clearfield County
4210830,Glendale School District,Clearfield County
4211520,Harmony Area School District,Clearfield County
4219020,Philipsburg-Osceola Area School District,Clearfield County
4219830,Purchase Line School District,Clearfield County
4225230,West Branch Area School District,Clearfield County
4212480,Jersey Shore Area School District,Clinton County
4225230,West Branch Area School District,Clinton County
4203480,Berwick Area School District,Columbia County
4210110,North Schuylkill School District,Columbia County
4215990,Mount Carmel Area School District,Columbia County
4222260,Southern Columbia Area School District,Columbia County
4207080,Crawford Central School District,Crawford County
4212300,Jamestown Area School District,Crawford County
4218740,Penncrest School District,Crawford County
4224090,Union City Area School District,Crawford County
4221570,Shippensburg Area School District,Cumberland County
4225830,West Shore School District,Cumberland County
4223040,Susquenita School District,Dauphin County
4226400,Williams Valley School District,Dauphin County
4224210,Unionville-Chadds Ford School District,Delaware County
4225290,West Chester Area School District,Delaware County
4204260,Brockway Area School District,Elk County
4212660,Kane Area School District,Elk County
4224090,Union City Area School District,Erie County
4203210,Belle Vernon Area School District,Fayette County
4204080,Brownsville Area School District,Fayette County
4222410,Southmoreland School District,Fayette County
4209660,Fannett-Metal School District,Franklin County
4221570,Shippensburg Area School District,Franklin County
4216020,Mount Union Area School District,Huntingdon County
4223970,Tussey Mountain School District,Huntingdon County
4202550,Apollo-Ridge School District,Indiana County
4202590,Armstrong School District,Indiana County
4203750,Blairsville-Saltsburg School District,Indiana County
4211520,Harmony Area School District,Indiana County
4219800,Punxsutawney Area School District,Indiana County
4219830,Purchase Line School District,Indiana County
4204260,Brockway Area School District,Jefferson County
4206090,Clarion-Limestone Area School District,Jefferson County
4207830,DuBois Area School District,Jefferson County
4219800,Punxsutawney Area School District,Jefferson County
4211190,Greenwood School District,Juniata County
4212990,Lackawanna Trail School District,Lackawanna County
4217310,North Pocono School District,Lackawanna County
4206780,Conrad Weiser Area School District,Lancaster County
4218030,Octorara Area School District,Lancaster County
4203688,Blackhawk School District,Lawrence County
4209240,Ellwood City Area School District,Lawrence County
4226520,Wilmington Area School District,Lawrence County
4203570,Bethlehem Area School District,Lehigh County
4205160,Catasauqua Area School District,Lehigh County
4217670,Northern Lehigh School District,Lehigh County
4203480,Berwick Area School District,Luzerne County
4213020,Lake-Lehman School District,Luzerne County
4226730,Wyoming Area School District,Luzerne County
4212480,Jersey Shore Area School District,Lycoming County
4222370,Southern Tioga School District,Lycoming County
4225170,Wellsboro Area School District,Lycoming County
4212660,Kane Area School District,McKean County
4218210,Oswayo Valley School District,McKean County
4219530,Port Allegany School District,McKean County
4207080,Crawford Central School District,Mercer County
4212300,Jamestown Area School District,Mercer County
4226520,Wilmington Area School District,Mercer County
4216020,Mount Union Area School District,Mifflin County
4208670,East Stroudsburg Area School District,Monroe County
4203960,Boyertown Area School District,Montgomery County
4217280,North Penn School District,Montgomery County
4221870,Souderton Area School District,Montgomery County
4222560,Spring-Ford Area School District,Montgomery County
4224540,Upper Perkiomen School District,Montgomery County
4207320,Danville Area School District,Montour County
4203570,Bethlehem Area School District,Northampton County
4205160,Catasauqua Area School District,Northampton County
4217670,Northern Lehigh School District,Northampton County
4207320,Danville Area School District,Northumberland County
4215480,Milton Area School District,Northumberland County
4215990,Mount Carmel Area School District,Northumberland County
4222260,Southern Columbia Area School District,Northumberland County
4209660,Fannett-Metal School District,Perry County
4211190,Greenwood School District,Perry County
4223040,Susquenita School District,Perry County
4208670,East Stroudsburg Area School District,Pike County
4224750,Wallenpaupack Area School District,Pike County
4210530,Galeton Area School District,Potter County
4218210,Oswayo Valley School District,Potter County
4219530,Port Allegany School District,Potter County
4210110,North Schuylkill School District,Schuylkill County
4218450,Panther Valley School District,Schuylkill County
4226400,Williams Valley School District,Schuylkill County
4226610,Windber Area School District,Somerset County
4209150,Elk Lake School District,Susquehanna County
4222980,Susquehanna Community School District,Susquehanna County
4210530,Galeton Area School District,Tioga County
4222370,Southern Tioga School District,Tioga County
4225170,Wellsboro Area School District,Tioga County
4215480,Milton Area School District,Union County
4218740,Penncrest School District,Venango County
4204080,Brownsville Area School District,Washington County
4209960,Fort Cherry School District,Washington County
4217310,North Pocono School District,Wayne County
4222980,Susquehanna Community School District,Wayne County
4224750,Wallenpaupack Area School District,Wayne County
4203210,Belle Vernon Area School District,Westmoreland County
4203750,Blairsville-Saltsburg School District,Westmoreland County
4212840,Kiski Area School District,Westmoreland County
4213470,Leechburg Area School District,Westmoreland County
4217940,Norwin School District,Westmoreland County
4218660,Penn-Trafford School District,Westmoreland County
4222410,Southmoreland School District,Westmoreland County
4209150,Elk Lake School District,Wyoming County
4212990,Lackawanna Trail School District,Wyoming County
4213020,Lake-Lehman School District,Wyoming County
4226700,Wyalusing Area School District,Wyoming County
4226730,Wyoming Area School District,Wyoming County
4225830,West Shore School District,York County
4400360,Exeter-West Greenwich Regional School District,Kent County
4400360,Exeter-West Greenwich Regional School District,Washington County
4500720,Aiken County School District,Aiken County
4500810,Anderson School District 2,Anderson County
4503510,Spartanburg School District 2,Cherokee County
4500810,Anderson School District 2,Greenville County
4503480,Spartanburg School District 1,Greenville County
4502760,Lexington School District 3,Lexington County
4502820,Lexington School District 5,Lexington County
4502820,Lexington School District 5,Richland County
4500720,Aiken County School District,Saluda County
4502760,Lexington School District 3,Saluda County
4503480,Spartanburg School District 1,Spartanburg County
4503510,Spartanburg School District 2,Spartanburg County
4655710,Plankinton School District 01-1,Aurora County
4678510,White Lake School District 01-3,Aurora County
4636150,Iroquois School District 02-3,Beadle County
4680100,Wolsey-Wessington School District 02-6,Beadle County
4604270,Avon School District 04-1,Bon Homme County
4607400,Bon Homme School District 04-2,Bon Homme County
4608520,Brookings School District 05-1,Brookings County
4621390,Elkton School District 05-3,Brookings County
4678300,Deubrook School District 05-6,Brookings County
4600041,Britton-Hecla School District 45-4,Brown County
4678510,White Lake School District 01-3,Brule County
4605610,Belle Fourche School District 09-1,Butte County
4650850,Newell School District 09-2,Butte County
4666930,Spearfish School District 40-2,Butte County
4601028,Selby School District 62-5,Campbell County
4622560,Eureka School District 44-1,Campbell County
4680441,Mobridge-Pollock School District 62-6,Campbell County
4603780,Armour School District 21-1,Charles Mix County
4604270,Avon School District 04-1,Charles Mix County
4639540,Andes Central School District 11-1,Charles Mix County
4612940,Clark School District 12-2,Clark County
4617850,De Smet School District 38-2,Clark County
4626490,Gayville-Volin School District 63-1,Clay County
4674370,Vermillion School District 13-1,Clay County
4616950,Custer School District 16-1,Custer County
4634480,Hot Springs School District 23-2,Custer County
4648390,Mitchell School District 17-2,Davison County
4655710,Plankinton School District 01-1,Davison County
4678300,Deubrook School District 05-6,Deuel County
4619450,Dupree School District 64-2,Dewey County
4620100,Eagle Butte School District 20-1,Dewey County
4603780,Armour School District 21-1,Douglas County
4636060,Ipswich School District 22-6,Edmunds County
4634480,Hot Springs School District 23-2,Fall River County
4636060,Ipswich School District 22-6,Faulk County
4600003,Wilmot School District 54-7,Grant County
4606960,Big Stone City School District 25-1,Grant County
4670140,Summit School District 54-6,Grant County
4639540,Andes Central School District 11-1,Gregory County
4630490,Haakon School District 27-1,Haakon County
4680100,Wolsey-Wessington School District 02-6,Hand County
4602640,Hanson School District 30-1,Hanson County
4648390,Mitchell School District 17-2,Hanson County
4600042,Agar-Blunt-Onida School District 58-3,Hughes County
4630490,Haakon School District 27-1,Jackson County
4680190,Woonsocket School District 55-4,Jerauld County
4619580,Jones County School District 37-3,Jones County
4617850,De Smet School District 38-2,Kingsbury County
4636150,Iroquois School District 02-3,Kingsbury County
4614100,Colman-Egan School District 50-5,Lake County
4639600,Madison Central School District 39-2,Lake County
4664140,Rutland School District 39-4,Lake County
4605610,Belle Fourche School District 09-1,Lawrence County
4666930,Spearfish School District 40-2,Lawrence County
4669930,Meade School District 46-1,Lawrence County
4600028,Alcester-Hudson School District 61-1,Lincoln County
4600052,Tea Area School District 41-5,Lincoln County
4610560,Canton School District 41-1,Lincoln County
4631350,Harrisburg School District 41-2,Lincoln County
4666270,Sioux Falls School District 49-5,Lincoln County
4679710,Winner School District 59-2,Lyman County
4631710,West Central School District 49-7,McCook County
4639600,Madison Central School District 39-2,McCook County
4645450,Marion School District 60-3,McCook County
4648780,Montrose School District 43-2,McCook County
4622560,Eureka School District 44-1,McPherson County
4600041,Britton-Hecla School District 45-4,Marshall County
4600053,Sisseton School District 54-2,Marshall County
4619410,Douglas School District 51-1,Meade County
4650670,New Underwood School District 51-3,Meade County
4650850,Newell School District 09-2,Meade County
4659820,Rapid City School District 51-4,Meade County
4669930,Meade School District 46-1,Meade County
4675660,Wall School District 51-5,Meade County
4614130,Colome Consolidated School District 59-3,Mellette County
4619580,Jones County School District 37-3,Mellette County
4602640,Hanson School District 30-1,Miner County
4600052,Tea Area School District 41-5,Minnehaha County
4610560,Canton School District 41-1,Minnehaha County
4618120,Dell Rapids School District 49-3,Minnehaha County
4631350,Harrisburg School District 41-2,Minnehaha County
4631710,West Central School District 49-7,Minnehaha County
4648780,Montrose School District 43-2,Minnehaha County
4666270,Sioux Falls School District 49-5,Minnehaha County
4608520,Brookings School District 05-1,Moody County
4614100,Colman-Egan School District 50-5,Moody County
4618120,Dell Rapids School District 49-3,Moody County
4621390,Elkton School District 05-3,Moody County
4664140,Rutland School District 39-4,Moody County
4616950,Custer School District 16-1,Pennington County
4619410,Douglas School District 51-1,Pennington County
4650670,New Underwood School District 51-3,Pennington County
4659820,Rapid City School District 51-4,Pennington County
4675660,Wall School District 51-5,Pennington County
4600003,Wilmot School District 54-7,Roberts County
4600053,Sisseton School District 54-2,Roberts County
4606960,Big Stone City School District 25-1,Roberts County
4670140,Summit School District 54-6,Roberts County
4680190,Woonsocket School District 55-4,Sanborn County
4612940,Clark School District 12-2,Spink County
4600042,Agar-Blunt-Onida School District 58-3,Sully County
4614130,Colome Consolidated School District 59-3,Tripp County
4679710,Winner School District 59-2,Tripp County
4645450,Marion School District 60-3,Turner County
4600028,Alcester-Hudson School District 61-1,Union County
4674370,Vermillion School District 13-1,Union County
4601028,Selby School District 62-5,Walworth County
4680441,Mobridge-Pollock School District 62-6,Walworth County
4607400,Bon Homme School District 04-2,Yankton County
4626490,Gayville-Volin School District 63-1,Yankton County
4619450,Dupree School District 64-2,Ziebach County
4620100,Eagle Butte School District 20-1,Ziebach County
4703240,Oak Ridge City School District,Anderson County
4704200,Tullahoma City School District,Coffee County
4704200,Tullahoma City School District,Franklin County
4702190,Kingsport City School District,Hawkins County
4700078,Fort Campbell Schools,Montgomery County
4703240,Oak Ridge City School District,Roane County
4700078,Fort Campbell Schools,Stewart County
4702190,Kingsport City School District,Sullivan County
4818390,Elkhart Independent School District,Anderson County
4819770,Frankston Independent School District,Anderson County
4826220,LaPoyner Independent School District,Anderson County
4844940,Wells Independent School District,Angelina County
4835370,Port Aransas Independent School District,Aransas County
4823400,Holliday Independent School District,Archer County
4824260,Iowa Park Consolidated Independent School District,Archer County
4846080,Windthorst Independent School District,Archer County
4813710,Charlotte Independent School District,Atascosa County
4825140,Karnes City Independent School District,Atascosa County
4828650,Lytle Independent School District,Atascosa County
4840740,Somerset Independent School District,Atascosa County
4811280,Brenham Independent School District,Austin County
4812240,Burton Independent School District,Austin County
4814700,Columbus Independent School District,Austin County
4844470,Brazos Independent School District,Austin County
4819110,Farwell Independent School District,Bailey County
4831890,Muleshoe Independent School District,Bailey County
4830030,Medina Independent School District,Bandera County
4840550,Smithville Independent School District,Bastrop County
4839780,Seymour Independent School District,Baylor County
4834410,Pawnee Independent School District,Bee County
4834770,Pettus Independent School District,Bee County
4840410,Skidmore-Tynan Independent School District,Bee County
4842690,Three Rivers Independent School District,Bee County
4815240,Copperas Cove Independent School District,Bell County
4819320,Florence Independent School District,Bell County
4820500,Gatesville Independent School District,Bell County
4823370,Holland Independent School District,Bell County
4825660,Killeen Independent School District,Bell County
4837710,Rogers Independent School District,Bell County
4843260,Troy Independent School District,Bell County
4819350,Floresville Independent School District,Bexar County
4830060,Medina Valley Independent School District,Bexar County
4839480,Schertz-Cibolo-Universal City Independent School District,Bexar County
4840740,Somerset Independent School District,Bexar County
4810860,Borden County Independent School District,Borden County
4813960,China Spring Independent School District,Bosque County
4814400,Clifton Independent School District,Bosque County
4815570,Cranfills Gap Independent School District,Bosque County
4824360,Iredell Independent School District,Bosque County
4844520,Walnut Springs Independent School District,Bosque County
4819950,Friendswood Independent School District,Brazoria County
4834440,Pearland Independent School District,Brazoria County
4811790,Bryan Independent School District,Brazos County
4832190,Navasota Independent School District,Brazos County
4809390,Bangs Independent School District,Brown County
4810380,Blanket Independent School District,Brown County
4811550,Brookesmith Independent School District,Brown County
4829520,May Independent School District,Brown County
4840770,Somerville Independent School District,Burleson County
4829010,Marble Falls Independent School District,Burnet County
4821060,Gonzales Independent School District,Caldwell County
4828590,Luling Independent School District,Caldwell County
4835700,Prairie Lea Independent School District,Caldwell County
4844310,Waelder Independent School District,Caldwell County
4814070,Cisco Independent School District,Callahan County
4818690,Eula Independent School District,Callahan County
4820700,Gilmer Independent School District,Camp County
4845450,White Deer Independent School District,Carson County
4809090,Avinger Independent School District,Cass County
4823850,Hughes Springs Independent School District,Cass County
4826970,Lazbuddie Independent School District,Castro County
4841250,Springlake-Earth Independent School District,Castro County
4821150,Goose Creek Consolidated Independent School District,Chambers County
4826190,La Porte Independent School District,Chambers County
4812060,Bullard Independent School District,Cherokee County
4812870,Carlisle Independent School District,Cherokee County
4838360,Rusk Independent School District,Cherokee County
4843230,Troup Independent School District,Cherokee County
4844940,Wells Independent School District,Cherokee County
4844890,Wellington Independent School District,Childress County
4812120,Burkburnett Independent School District,Clay County
4820970,Gold-Burg Independent School District,Clay County
4830660,Midway Independent School District,Clay County
4846080,Windthorst Independent School District,Clay County
4811490,Bronte Independent School District,Coke County
4844710,Water Valley Independent School District,Coke County
4800007,Panther Creek Consolidated Independent School District,Coleman County
4809390,Bangs Independent School District,Coleman County
4814550,Coleman Independent School District,Coleman County
4810350,Bland Independent School District,Collin County
4810590,Blue Ridge Independent School District,Collin County
4814850,Community Independent School District,Collin County
4820010,Frisco Independent School District,Collin County
4821960,Gunter Independent School District,Collin County
4836000,Prosper Independent School District,Collin County
4843890,Van Alstyne Independent School District,Collin County
4822850,Hedley Independent School District,Collingsworth County
4839900,Shamrock Independent School District,Collingsworth County
4844890,Wellington Independent School District,Collingsworth County
4814700,Columbus Independent School District,Colorado County
4800009,Wimberley Independent School District,Comal County
4832370,New Braunfels Independent School District,Comal County
4810380,Blanket Independent School District,Comanche County
4814760,Comanche Independent School District,Comanche County
4817580,Dublin Independent School District,Comanche County
4821270,Gorman Independent School District,Comanche County
4829520,May Independent School District,Comanche County
4835820,Priddy Independent School District,Comanche County
4811110,Brady Independent School District,Concho County
4818070,Eden Consolidated Independent School District,Concho County
4814580,Collinsville Independent School District,Cooke County
4818600,Era Independent School District,Cooke County
4838520,Saint Jo Independent School District,Cooke County
4845630,Whitesboro Independent School District,Cooke County
4814400,Clifton Independent School District,Coryell County
4815240,Copperas Cove Independent School District,Coryell County
4815600,Crawford Independent School District,Coryell County
4820500,Gatesville Independent School District,Coryell County
4825660,Killeen Independent School District,Coryell County
4833420,Oglesby Independent School District,Coryell County
4836180,Quanah Independent School District,Cottle County
4800001,Crosbyton Consolidated Independent School District,Crosby County
4828230,Lorenzo Independent School District,Crosby County
4815990,Culberson County-Allamoore Independent School District,Culberson County
4816200,Dalhart Independent School District,Dallam County
4841670,Stratford Independent School District,Dallam County
4813050,Carrollton-Farmers Branch Independent School District,Dallas County
4819170,Ferris Independent School District,Dallas County
4821660,Grapevine-Colleyville Independent School District,Dallas County
4825790,Klondike Independent School District,Dawson County
4807500,Adrian Independent School District,Deaf Smith County
4819980,Friona Independent School District,Deaf Smith County
4843980,Vega Independent School District,Deaf Smith County
4800012,Chisum Independent School District,Delta County
4814820,Commerce Independent School District,Delta County
4815150,Cooper Independent School District,Delta County
4813050,Carrollton-Farmers Branch Independent School District,Denton County
4818600,Era Independent School District,Denton County
4820010,Frisco Independent School District,Denton County
4825980,Krum Independent School District,Denton County
4827300,Lewisville Independent School District,Denton County
4836000,Prosper Independent School District,Denton County
4815960,Cuero Independent School District,DeWitt County
4830450,Meyersville Independent School District,DeWitt County
4832880,Nordheim Independent School District,DeWitt County
4800002,Spur Independent School District,Dickens County
4822850,Hedley Independent School District,Donley County
4835760,Premont Independent School District,Duval County
4838820,San Diego Independent School District,Duval County
4814070,Cisco Independent School District,Eastland County
4821270,Gorman Independent School District,Eastland County
4823760,Huckabay Independent School District,Eastland County
4836480,Ranger Independent School District,Eastland County
4800003,Rocksprings Independent School District,Edwards County
4818540,Ennis Independent School District,Ellis County
4819170,Ferris Independent School District,Ellis County
4830780,Milford Independent School District,Ellis County
4810620,Bluff Dale Independent School District,Erath County
4817580,Dublin Independent School District,Erath County
4821180,Gordon Independent School District,Erath County
4823760,Huckabay Independent School District,Erath County
4824360,Iredell Independent School District,Erath County
4839390,Santo Independent School District,Erath County
4842720,Three Way Independent School District,Erath County
4811250,Bremond Independent School District,Falls County
4828200,Lorena Independent School District,Falls County
4837110,Riesel Independent School District,Falls County
4837410,Robinson Independent School District,Falls County
4843260,Troy Independent School District,Falls County
4810590,Blue Ridge Independent School District,Fannin County
4823460,Honey Grove Independent School District,Fannin County
4833010,North Lamar Independent School District,Fannin County
4846350,Wolfe City Independent School District,Fannin County
4840550,Smithville Independent School District,Fayette County
4823040,Hermleigh Independent School District,Fisher County
4837470,Roby Consolidated Independent School District,Fisher County
4842030,Sweetwater Independent School District,Fisher County
4827890,Lockney Independent School District,Floyd County
4831500,Motley County Independent School District,Floyd County
4835070,Plainview Independent School District,Floyd County
4844110,Vernon Independent School District,Foard County
4841350,Stafford Municipal School District,Fort Bend County
4844470,Brazos Independent School District,Fort Bend County
4831770,Mount Vernon Independent School District,Franklin County
4838610,Saltillo Independent School District,Franklin County
4841790,Sulphur Bluff Independent School District,Franklin County
4811990,Buffalo Independent School District,Freestone County
4815330,Corsicana Independent School District,Freestone County
4818940,Fairfield Independent School District,Freestone County
4830420,Mexia Independent School District,Freestone County
4833340,Oakwood Independent School District,Freestone County
4813710,Charlotte Independent School District,Frio County
4816950,Devine Independent School District,Frio County
4817100,Dilley Independent School District,Frio County
4823430,Hondo Independent School District,Frio County
4828140,Loop Independent School District,Gaines County
4844910,Wellman-Union Consolidated Independent School District,Gaines County
4814280,Clear Creek Independent School District,Galveston County
4819950,Friendswood Independent School District,Galveston County
4800001,Crosbyton Consolidated Independent School District,Garza County
4817400,Doss Consolidated Common School District,Gillespie County
4815960,Cuero Independent School District,Gonzales County
4821060,Gonzales Independent School District,Gonzales County
4831560,Moulton Independent School District,Gonzales County
4840110,Shiner Independent School District,Gonzales County
4844310,Waelder Independent School District,Gonzales County
4830480,Miami Independent School District,Gray County
4834170,Pampa Independent School District,Gray County
4845420,Wheeler Independent School District,Gray County
4845450,White Deer Independent School District,Gray County
4814580,Collinsville Independent School District,Grayson County
4821960,Gunter Independent School District,Grayson County
4843890,Van Alstyne Independent School District,Grayson County
4845630,Whitesboro Independent School District,Grayson County
4825620,Kilgore Independent School District,Gregg County
4828710,Madisonville Consolidated Independent School District,Grimes County
4832190,Navasota Independent School District,Grimes County
4826310,La Vernia Independent School District,Guadalupe County
4828590,Luling Independent School District,Guadalupe County
4832370,New Braunfels Independent School District,Guadalupe County
4835700,Prairie Lea Independent School District,Guadalupe County
4839480,Schertz-Cibolo-Universal City Independent School District,Guadalupe County
4807410,Abernathy Independent School District,Hale County
4827890,Lockney Independent School District,Hale County
4833660,Olton Independent School District,Hale County
4835070,Plainview Independent School District,Hale County
4815570,Cranfills Gap Independent School District,Hamilton County
4821930,Gruver Independent School District,Hansford County
4842540,Texhoma Independent School District,Hansford County
4813890,Chillicothe Independent School District,Hardeman County
4836180,Quanah Independent School District,Hardeman County
4822410,Hardin-Jefferson Independent School District,Hardin County
4844580,Warren Independent School District,Hardin County
4814280,Clear Creek Independent School District,Harris County
4816410,Dayton Independent School District,Harris County
4821150,Goose Creek Consolidated Independent School District,Harris County
4823910,Humble Independent School District,Harris County
4826190,La Porte Independent School District,Harris County
4832400,New Caney Independent School District,Harris County
4834440,Pearland Independent School District,Harris County
4841350,Stafford Municipal School District,Harris County
4842960,Tomball Independent School District,Harris County
4844430,Waller Independent School District,Harris County
4818480,Elysian Fields Independent School District,Harrison County
4832460,New Diana Independent School District,Harrison County
4813620,Channing Independent School District,Hartley County
4816200,Dalhart Independent School District,Hartley County
4822740,Haskell Consolidated Independent School District,Haskell County
4825870,Knox City-O'Brien Consolidated Independent School District,Haskell County
4833960,Paint Creek Independent School District,Haskell County
4838280,Rule Independent School District,Haskell County
4841400,Stamford Independent School District,Haskell County
4800008,Dripping Springs Independent School District,Hays County
4800009,Wimberley Independent School District,Hays County
4812700,Canadian Independent School District,Hemphill County
4811640,Brownsboro Independent School District,Henderson County
4818720,Eustace Independent School District,Henderson County
4819770,Frankston Independent School District,Henderson County
4825320,Kemp Independent School District,Henderson County
4826220,LaPoyner Independent School District,Henderson County
4812360,Bynum Independent School District,Hill County
4816380,Dawson Independent School District,Hill County
4821540,Grandview Independent School District,Hill County
4830780,Milford Independent School District,Hill County
4831620,Mount Calm Independent School District,Hill County
4837200,Rio Vista Independent School District,Hill County
4845040,West Independent School District,Hill County
4808460,Anton Independent School District,Hockley County
4819830,Frenship Independent School District,Hockley County
4837830,Ropes Independent School District,Hockley County
4810620,Bluff Dale Independent School District,Hood County
4820850,Glen Rose Independent School District,Hood County
4814880,Como-Pickton Consolidated Independent School District,Hopkins County
4816020,Cumby Independent School District,Hopkins County
4830810,Miller Grove Independent School District,Hopkins County
4831770,Mount Vernon Independent School District,Hopkins County
4838610,Saltillo Independent School District,Hopkins County
4841790,Sulphur Bluff Independent School District,Hopkins County
4846590,Yantis Independent School District,Hopkins County
4818390,Elkhart Independent School District,Houston County
4821900,Groveton Independent School District,Houston County
4825470,Kennard Independent School District,Houston County
4810860,Borden County Independent School District,Howard County
4819620,Forsan Independent School District,Howard County
4841430,Stanton Independent School District,Howard County
4815990,Culberson County-Allamoore Independent School District,Hudspeth County
4810350,Bland Independent School District,Hunt County
4814820,Commerce Independent School District,Hunt County
4814850,Community Independent School District,Hunt County
4815150,Cooper Independent School District,Hunt County
4816020,Cumby Independent School District,Hunt County
4828020,Lone Oak Independent School District,Hunt County
4836240,Quinlan Independent School District,Hunt County
4836360,Rains Independent School District,Hunt County
4842450,Terrell Independent School District,Hunt County
4846350,Wolfe City Independent School District,Hunt County
4811820,Bryson Independent School District,Jack County
4821330,Graford Independent School District,Jack County
4830660,Midway Independent School District,Jack County
4824150,Industrial Independent School District,Jackson County
4834020,Palacios Independent School District,Jackson County
4825710,Kirbyville Consolidated Independent School District,Jasper County
4844160,Vidor Independent School District,Jasper County
4822410,Hardin-Jefferson Independent School District,Jefferson County
4807530,Agua Dulce Independent School District,Jim Wells County
4835760,Premont Independent School District,Jim Wells County
4838820,San Diego Independent School District,Jim Wells County
4812180,Burleson Independent School District,Johnson County
4815910,Crowley Independent School District,Johnson County
4821540,Grandview Independent School District,Johnson County
4828920,Mansfield Independent School District,Johnson County
4837200,Rio Vista Independent School District,Johnson County
4807440,Abilene Independent School District,Jones County
4828530,Lueders-Avoca Independent School District,Jones County
4830340,Merkel Independent School District,Jones County
4833960,Paint Creek Independent School District,Jones County
4837470,Roby Consolidated Independent School District,Jones County
4841400,Stamford Independent School District,Jones County
4819020,Falls City Independent School District,Karnes County
4825140,Karnes City Independent School District,Karnes County
4832880,Nordheim Independent School District,Karnes County
4834410,Pawnee Independent School District,Karnes County
4834770,Pettus Independent School District,Karnes County
4825320,Kemp Independent School District,Kaufman County
4836240,Quinlan Independent School District,Kaufman County
4842450,Terrell Independent School District,Kaufman County
4845950,Wills Point Independent School District,Kaufman County
4814790,Comfort Independent School District,Kendall County
4837320,Riviera Independent School District,Kenedy County
4800002,Spur Independent School District,Kent County
4840650,Snyder Independent School District,Kent County
4814790,Comfort Independent School District,Kerr County
4830030,Medina Independent School District,Kerr County
4837320,Riviera Independent School District,Kleberg County
4825870,Knox City-O'Brien Consolidated Independent School District,Knox County
4839780,Seymour Independent School District,Knox County
4800012,Chisum Independent School District,Lamar County
4823460,Honey Grove Independent School District,Lamar County
4833010,North Lamar Independent School District,Lamar County
4835740,Prairiland Independent School District,Lamar County
4808460,Anton Independent School District,Lamb County
4831890,Muleshoe Independent School District,Lamb County
4833660,Olton Independent School District,Lamb County
4841250,Springlake-Earth Independent School District,Lamb County
4827960,Lometa Independent School District,Lampasas County
4817100,Dilley Independent School District,La Salle County
4831560,Moulton Independent School District,Lavaca County
4840110,Shiner Independent School District,Lavaca County
4811990,Buffalo Independent School District,Leon County
4827180,Leon Independent School District,Leon County
4832910,Normangee Independent School District,Leon County
4833340,Oakwood Independent School District,Leon County
4816410,Dayton Independent School District,Liberty County
4830420,Mexia Independent School District,Limestone County
4831620,Mount Calm Independent School District,Limestone County
4812700,Canadian Independent School District,Lipscomb County
4842690,Three Rivers Independent School District,Live Oak County
4846170,Wink-Loving Independent School District,Loving County
4807410,Abernathy Independent School District,Lubbock County
4819830,Frenship Independent School District,Lubbock County
4828230,Lorenzo Independent School District,Lubbock County
4840440,Slaton Independent School District,Lubbock County
4840440,Slaton Independent School District,Lynn County
4842090,Tahoka Independent School District,Lynn County
