SURVYEAR	FIPST	LEAID	TOTD912	EBS912	DRP912	TOTDPL	AFGEB	AFGR	TOTOHC
2009-10	36	3606500	-3	593	-3.0	150	160	93.8	3
2009-10	36	3606540	-3	474	-3.0	125	120	100.0	0
2009-10	36	3606570	-3	1588	-3.0	366	406	90.1	6
2009-10	36	3606630	-3	963	-3.0	187	242	77.3	9
2009-10	36	3606660	-3	411	-3.0	83	113	73.5	5
2009-10	36	3606690	-3	359	-3.0	65	92	70.7	3
2009-10	36	3606720	-3	564	-3.0	107	162	66.0	7
2009-10	36	3606780	-3	570	-3.0	126	141	89.4	5
2009-10	36	3606840	-3	529	-3.0	111	108	100.0	3
2009-10	36	3606870	-3	1875	-3.0	359	539	66.6	15
2009-10	36	3606900	-3	1567	-3.0	332	448	74.1	5
2009-10	36	3606990	-3	1287	-3.0	332	343	96.8	0
2009-10	36	3607020	-3	1046	-3.0	278	282	98.6	8
2009-10	36	3607050	-3	131	-3.0	32	41	78.0	4
2009-10	36	3607080	-3	199	-3.0	54	60	90.0	1
2009-10	36	3607110	-3	443	-3.0	100	118	84.7	0
2009-10	36	3607170	-3	165	-3.0	30	43	69.8	1
2009-10	36	3607230	-3	787	-3.0	211	225	93.8	4
2009-10	36	3607260	-3	532	-3.0	131	151	86.8	4
2009-10	36	3607290	-1	601	-1.0	170	174	97.7	8
2009-10	36	3607320	-3	630	-3.0	144	157	91.7	1
2009-10	36	3607380	-3	319	-3.0	79	90	87.8	3
2009-10	36	3607440	-3	73	-3.0	-1	29	-1.0	0
2009-10	36	3607470	-3	779	-3.0	168	203	82.8	5
2009-10	36	3607530	-3	1386	-3.0	345	375	92.0	5
2009-10	36	3607560	-3	187	-3.0	47	62	75.8	2
2009-10	36	3607590	-3	1683	-3.0	423	438	96.6	9
2009-10	36	3607650	-3	344	-3.0	78	94	83.0	2
2009-10	36	3607680	-3	478	-3.0	105	117	89.7	4
2009-10	36	3607710	-3	110	-3.0	22	24	91.7	0
2009-10	36	3607770	-3	544	-3.0	143	138	100.0	2
2009-10	36	3607860	-3	285	-3.0	64	87	73.6	2
2009-10	36	3607890	-3	130	-3.0	31	33	93.9	0
2009-10	36	3607980	39	645	6.0	129	171	75.4	6
2009-10	36	3608010	-1	666	-1.0	164	170	96.5	0
2009-10	36	3608100	-3	107	-3.0	24	30	80.0	0
2009-10	36	3608130	-3	2456	-3.0	603	617	97.7	8
2009-10	36	3608160	-3	2243	-3.0	546	572	95.5	4
2009-10	36	3608250	-3	353	-3.0	96	109	88.1	3
2009-10	36	3608280	-3	201	-3.0	39	45	86.7	1
2009-10	36	3608310	-3	1492	-3.0	376	406	92.6	13
2009-10	36	3608340	-3	392	-3.0	93	111	83.8	1
2009-10	36	3608370	-3	428	-3.0	83	100	83.0	0
2009-10	36	3608400	-3	1832	-3.0	382	462	82.7	9
2009-10	36	3608430	-3	1153	-3.0	284	294	96.6	3
2009-10	36	3608460	33	802	4.1	180	224	80.4	2
2009-10	36	3608470	-3	220	-3.0	5	88	5.7	0
2009-10	36	3608490	24	499	4.8	101	122	82.8	3
2009-10	36	3608580	-3	541	-3.0	126	127	99.2	0
2009-10	36	3608610	-3	80	-3.0	19	24	79.2	0
2009-10	36	3608790	-3	562	-3.0	114	145	78.6	4
2009-10	36	3608850	-3	140	-3.0	26	35	74.3	5
2009-10	36	3608880	-1	1338	-1.0	350	352	99.4	6
2009-10	36	3608910	-3	296	-3.0	78	90	86.7	4
2009-10	36	3608970	-3	759	-3.0	167	199	83.9	5
2009-10	36	3609030	-3	712	-3.0	157	194	80.9	0
2009-10	36	3609060	-3	168	-3.0	41	50	82.0	2
2009-10	36	3609090	-3	924	-3.0	211	245	86.1	4
2009-10	36	3609120	-3	467	-3.0	124	118	100.0	1
2009-10	36	3609210	-3	528	-3.0	119	153	77.8	1
2009-10	36	3609240	-3	100	-3.0	25	27	92.6	0
2009-10	36	3609330	-3	619	-3.0	149	178	83.7	4
2009-10	36	3609360	-3	305	-3.0	78	87	89.7	2
2009-10	36	3609390	-3	298	-3.0	72	77	93.5	4
2009-10	36	3609420	34	625	5.4	147	199	73.9	5
2009-10	36	3609540	-3	723	-3.0	178	175	100.0	8
2009-10	36	3609630	-3	1519	-3.0	390	428	91.1	7
2009-10	36	3609660	-3	948	-3.0	231	222	100.0	3
2009-10	36	3609690	-1	1068	-1.0	287	296	97.0	10
2009-10	36	3609720	-3	1660	-3.0	408	469	87.0	8
2009-10	36	3609840	-3	2523	-3.0	652	675	96.6	7
2009-10	36	3609870	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3609900	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3609930	-3	353	-3.0	86	100	86.0	6
2009-10	36	3609960	-1	426	-1.0	115	105	100.0	1
2009-10	36	3609990	-3	1166	-3.0	265	325	81.5	8
2009-10	36	3610050	-1	579	-1.0	137	133	100.0	1
2009-10	36	3610080	-3	895	-3.0	242	237	100.0	3
2009-10	36	3610140	13	270	4.8	9	81	11.1	0
2009-10	36	3610170	-3	601	-3.0	138	141	97.9	1
2009-10	36	3610200	-1	617	-1.0	180	187	96.3	0
2009-10	36	3610230	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3610260	-3	139	-3.0	33	43	76.7	4
2009-10	36	3610380	-3	187	-3.0	49	50	98.0	0
2009-10	36	3610410	-3	234	-3.0	56	61	91.8	1
2009-10	36	3610440	-3	113	-3.0	22	35	62.9	2
2009-10	36	3610500	26	534	4.9	120	152	78.9	6
2009-10	36	3610530	-3	193	-3.0	46	57	80.7	0
2009-10	36	3610560	134	2093	6.4	428	578	74.0	23
2009-10	36	3610590	-3	346	-3.0	75	94	79.8	1
2009-10	36	3610620	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3610650	-3	319	-3.0	77	80	96.3	2
2009-10	36	3610680	-3	831	-3.0	190	186	100.0	2
2009-10	36	3610710	-3	1326	-3.0	305	346	88.2	13
2009-10	36	3610860	-3	297	-3.0	81	96	84.4	1
2009-10	36	3610890	-3	2238	-3.0	578	593	97.5	7
2009-10	36	3610920	25	439	5.7	99	122	81.1	8
2009-10	36	3610950	20	387	5.2	75	105	71.4	7
2009-10	36	3610980	-3	2004	-3.0	482	521	92.5	12
2009-10	36	3611070	-3	215	-3.0	50	55	90.9	3
2009-10	36	3611100	-3	28	-3.0	-1	4	-1.0	0
2009-10	36	3611160	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3611190	-3	474	-3.0	123	141	87.2	2
2009-10	36	3611250	-3	188	-3.0	39	48	81.3	1
2009-10	36	3611280	8	187	4.3	39	45	86.7	0
2009-10	36	3611310	-3	152	-3.0	28	45	62.2	5
2009-10	36	3611370	-3	268	-3.0	68	80	85.0	5
2009-10	36	3611400	-3	384	-3.0	80	97	82.5	3
2009-10	36	3611430	-3	84	-3.0	18	17	100.0	0
2009-10	36	3611460	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3611490	11	238	4.6	52	70	74.3	2
2009-10	36	3611520	-3	544	-3.0	167	175	95.4	8
2009-10	36	3611550	-3	2096	-3.0	472	596	79.2	4
2009-10	36	3611610	-3	304	-3.0	76	86	88.4	5
2009-10	36	3611640	-3	107	-3.0	26	32	81.3	0
2009-10	36	3611670	-3	1690	-3.0	372	429	86.7	3
2009-10	36	3611700	-3	1169	-3.0	233	296	78.7	13
2009-10	36	3611730	-3	377	-3.0	81	89	91.0	1
2009-10	36	3611740	-3	361	-3.0	81	104	77.9	1
2009-10	36	3611760	-3	1178	-3.0	305	326	93.6	0
2009-10	36	3611860	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3611880	-3	1657	-3.0	367	441	83.2	8
2009-10	36	3611910	-3	461	-3.0	113	133	85.0	0
2009-10	36	3611940	-3	295	-3.0	62	75	82.7	4
2009-10	36	3611970	40	733	5.5	130	174	74.7	7
2009-10	36	3612030	9	210	4.3	52	61	85.2	1
2009-10	36	3612120	-3	111	-3.0	20	31	64.5	0
2009-10	36	3612180	-3	935	-3.0	194	245	79.2	7
2009-10	36	3612240	55	831	6.6	180	240	75.0	3
2009-10	36	3612270	88	951	9.3	169	275	61.5	23
2009-10	36	3612300	-3	509	-3.0	118	141	83.7	0
2009-10	36	3612330	-3	968	-3.0	223	241	92.5	3
2009-10	36	3612360	61	556	11.0	129	155	83.2	2
2009-10	36	3612390	-3	452	-3.0	101	122	82.8	2
2009-10	36	3612400	-3	188	-3.0	-1	59	-1.0	1
2009-10	36	3612450	-3	493	-3.0	114	134	85.1	3
2009-10	36	3612510	-3	2387	-3.0	624	587	100.0	5
2009-10	36	3612630	186	4218	4.4	977	1093	89.4	25
2009-10	36	3612660	-1	98	-1.0	27	36	75.0	0
2009-10	36	3612720	-3	492	-3.0	107	114	93.9	4
2009-10	36	3612750	-3	401	-3.0	105	113	92.9	3
2009-10	36	3612840	-3	226	-3.0	39	70	55.7	3
2009-10	36	3612870	-3	419	-3.0	104	117	88.9	1
2009-10	36	3612900	-3	340	-3.0	79	90	87.8	2
2009-10	36	3612960	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3612990	-3	696	-3.0	155	173	89.6	5
2009-10	36	3613020	-3	337	-3.0	67	96	69.8	5
2009-10	36	3613080	-3	1844	-3.0	447	469	95.3	16
2009-10	36	3613110	-3	306	-3.0	52	76	68.4	2
2009-10	36	3613230	-3	321	-3.0	85	78	100.0	4
2009-10	36	3613290	-3	3169	-3.0	761	787	96.7	13
2009-10	36	3613350	-3	1247	-3.0	313	327	95.7	3
2009-10	36	3613380	-3	200	-3.0	48	54	88.9	3
2009-10	36	3613440	-3	101	-3.0	17	26	65.4	1
2009-10	36	3613470	-3	167	-3.0	35	47	74.5	0
2009-10	36	3613530	-3	608	-3.0	146	144	100.0	4
2009-10	36	3613560	-3	185	-3.0	55	55	100.0	1
2009-10	36	3613590	28	539	5.2	106	163	65.0	7
2009-10	36	3613620	-3	1161	-3.0	286	288	99.3	1
2009-10	36	3613710	11	245	4.5	51	74	68.9	5
2009-10	36	3613740	-3	1005	-3.0	230	242	95.0	1
2009-10	36	3613770	-3	119	-3.0	33	37	89.2	0
2009-10	36	3613830	-3	161	-3.0	44	57	77.2	5
2009-10	36	3613950	-1	524	-1.0	137	144	95.1	0
2009-10	36	3613980	-3	1253	-3.0	308	309	99.7	1
2009-10	36	3614010	-3	2693	-3.0	613	691	88.7	10
2009-10	36	3614070	-3	316	-3.0	-1	70	-1.0	0
2009-10	36	3614130	176	1618	10.9	246	457	53.8	4
2009-10	36	3614190	-3	910	-3.0	219	231	94.8	2
2009-10	36	3614220	-3	393	-3.0	76	109	69.7	4
2009-10	36	3614250	-3	112	-3.0	28	34	82.4	0
2009-10	36	3614280	-3	1444	-3.0	342	357	95.8	2
2009-10	36	3614310	-3	190	-3.0	51	59	86.4	1
2009-10	36	3614340	-3	1796	-3.0	433	463	93.5	4
2009-10	36	3614400	-3	630	-3.0	167	175	95.4	2
2009-10	36	3614430	-3	540	-3.0	144	128	100.0	2
2009-10	36	3614460	-3	1450	-3.0	383	411	93.2	7
2009-10	36	3614490	6	132	4.5	28	34	82.4	3
2009-10	36	3614550	-3	357	-3.0	91	106	85.8	2
2009-10	36	3614580	-3	581	-3.0	155	162	95.7	3
2009-10	36	3614610	-3	424	-3.0	115	132	87.1	1
2009-10	36	3614640	-3	719	-3.0	156	195	80.0	2
2009-10	36	3614670	-3	334	-3.0	94	101	93.1	2
2009-10	36	3614700	-3	923	-3.0	245	238	100.0	1
2009-10	36	3614730	-3	408	-3.0	97	116	83.6	3
2009-10	36	3614760	-3	409	-3.0	96	110	87.3	4
2009-10	36	3614820	34	602	5.6	122	148	82.4	4
2009-10	36	3614850	-3	1379	-3.0	310	358	86.6	5
2009-10	36	3614880	-3	149	-3.0	33	39	84.6	2
2009-10	36	3614940	29	617	4.7	126	178	70.8	16
2009-10	36	3614970	-3	684	-3.0	142	198	71.7	11
2009-10	36	3615030	-3	156	-3.0	-1	45	-1.0	3
2009-10	36	3615060	-3	177	-3.0	43	48	89.6	2
2009-10	36	3615090	-3	1227	-3.0	256	305	83.9	5
2009-10	36	3615180	77	1489	5.2	304	393	77.4	9
2009-10	36	3615210	-3	702	-3.0	155	189	82.0	4
2009-10	36	3615240	-3	501	-3.0	110	136	80.9	3
2009-10	36	3615270	-3	68	-3.0	17	18	94.4	0
2009-10	36	3615300	-3	947	-3.0	222	248	89.5	6
2009-10	36	3615330	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3615360	-3	967	-3.0	265	272	97.4	2
2009-10	36	3615390	-3	1377	-3.0	322	325	99.1	6
2009-10	36	3615420	-3	119	-3.0	-1	32	-1.0	1
2009-10	36	3615450	-3	606	-3.0	136	143	95.1	0
2009-10	36	3615480	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3615510	-3	864	-3.0	215	221	97.3	3
2009-10	36	3615540	-3	1161	-3.0	302	318	95.0	0
2009-10	36	3615570	-3	1663	-3.0	397	490	81.0	8
2009-10	36	3615630	177	1434	12.3	304	375	81.1	20
2009-10	36	3615720	-3	90	-3.0	18	23	78.3	1
2009-10	36	3615780	-3	1313	-3.0	295	316	93.4	4
2009-10	36	3615810	-1	1226	-1.0	348	324	100.0	4
2009-10	36	3615870	-3	123	-3.0	24	29	82.8	1
2009-10	36	3615900	-3	773	-3.0	177	218	81.2	12
2009-10	36	3615980	34	656	5.2	145	175	82.9	11
2009-10	36	3615990	-3	509	-3.0	121	162	74.7	3
2009-10	36	3616080	-3	1275	-3.0	299	317	94.3	3
2009-10	36	3616140	-3	52	-3.0	14	15	93.3	0
2009-10	36	3616170	-3	450	-3.0	102	115	88.7	2
2009-10	36	3616200	-3	285	-3.0	77	91	84.6	2
2009-10	36	3616230	-3	2584	-3.0	576	705	81.7	20
2009-10	36	3616260	-1	1220	-1.0	296	315	94.0	2
2009-10	36	3616290	-3	2309	-3.0	483	637	75.8	11
2009-10	36	3616380	-3	193	-3.0	37	51	72.5	1
2009-10	36	3616410	-3	303	-3.0	57	77	74.0	4
2009-10	36	3616440	60	632	9.5	131	209	62.7	6
2009-10	36	3616470	-3	354	-3.0	81	95	85.3	1
2009-10	36	3616500	-3	233	-3.0	46	63	73.0	1
2009-10	36	3616530	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3616560	50	966	5.2	234	278	84.2	7
2009-10	36	3616620	-3	2107	-3.0	516	525	98.3	7
2009-10	36	3616680	-3	1998	-3.0	505	511	98.8	6
2009-10	36	3616710	-3	414	-3.0	112	115	97.4	2
2009-10	36	3616740	-3	810	-3.0	175	229	76.4	9
2009-10	36	3616800	-3	119	-3.0	33	38	86.8	2
2009-10	36	3616830	-3	1023	-3.0	257	282	91.1	7
2009-10	36	3616950	-3	411	-3.0	97	110	88.2	4
2009-10	36	3616960	-3	169	-3.0	39	51	76.5	4
2009-10	36	3616980	20	478	4.2	97	131	74.0	4
2009-10	36	3617130	-3	363	-3.0	91	107	85.0	3
2009-10	36	3617160	-3	2595	-3.0	611	648	94.3	12
2009-10	36	3617190	-3	780	-3.0	188	192	97.9	1
2009-10	36	3617220	25	471	5.3	100	146	68.5	5
2009-10	36	3617380	-3	2364	-3.0	569	622	91.5	8
2009-10	36	3617400	-3	54	-3.0	-1	21	-1.0	0
2009-10	36	3617430	-3	163	-3.0	42	46	91.3	2
2009-10	36	3617460	-3	376	-3.0	70	97	72.2	12
2009-10	36	3617520	-3	2415	-3.0	562	659	85.3	17
2009-10	36	3617580	-3	168	-3.0	38	49	77.6	3
2009-10	36	3617640	-3	660	-3.0	143	176	81.3	3
2009-10	36	3617670	-3	1698	-3.0	380	452	84.1	16
2009-10	36	3617700	-3	717	-3.0	174	174	100.0	0
2009-10	36	3617730	-3	1371	-3.0	319	357	89.4	4
2009-10	36	3617760	-3	22	-3.0	8	9	88.9	0
2009-10	36	3617820	-3	423	-3.0	86	101	85.1	4
2009-10	36	3617880	-3	109	-3.0	26	23	100.0	0
2009-10	36	3617910	-3	992	-3.0	237	254	93.3	2
2009-10	36	3617940	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3617970	-3	215	-3.0	50	61	82.0	2
2009-10	36	3618030	-3	306	-3.0	72	92	78.3	1
2009-10	36	3618080	-3	146	-3.0	34	38	89.5	0
2009-10	36	3618090	-3	235	-3.0	49	67	73.1	4
2009-10	36	3618120	-3	1742	-3.0	423	413	100.0	3
2009-10	36	3618150	-3	827	-3.0	187	203	92.1	12
2009-10	36	3618180	-3	842	-3.0	155	196	79.1	11
2009-10	36	3618210	-3	586	-3.0	135	144	93.8	3
2009-10	36	3618240	-3	1453	-3.0	320	348	92.0	1
2009-10	36	3618270	-3	884	-3.0	208	214	97.2	0
2009-10	36	3618330	-3	1583	-3.0	367	397	92.4	3
2009-10	36	3618450	-3	272	-3.0	74	92	80.4	5
2009-10	36	3618480	-3	691	-3.0	165	180	91.7	1
2009-10	36	3618510	-3	160	-3.0	31	46	67.4	3
2009-10	36	3618540	-3	314	-3.0	88	101	87.1	0
2009-10	36	3618570	-3	716	-3.0	161	178	90.4	2
2009-10	36	3618600	-3	760	-3.0	180	210	85.7	6
2009-10	36	3618630	-3	2588	-3.0	620	647	95.8	8
2009-10	36	3618660	47	864	5.4	166	227	73.1	11
2009-10	36	3618690	178	3209	5.5	697	823	84.7	11
2009-10	36	3618750	-3	339	-3.0	81	89	91.0	4
2009-10	36	3618840	-3	197	-3.0	37	52	71.2	3
2009-10	36	3618900	-3	424	-3.0	108	124	87.1	1
2009-10	36	3618960	32	603	5.3	135	160	84.4	5
2009-10	36	3618990	-2	-2	-2.0	-2	-2	-2.0	2
2009-10	36	3619020	-3	4044	-3.0	954	998	95.6	9
2009-10	36	3619110	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3619170	42	821	5.1	159	229	69.4	7
2009-10	36	3619200	-3	3325	-3.0	810	889	91.1	4
2009-10	36	3619230	167	3016	5.5	638	787	81.1	10
2009-10	36	3619260	18	304	5.9	73	86	84.9	3
2009-10	36	3619320	82	2023	4.1	431	574	75.1	13
2009-10	36	3619350	-3	159	-3.0	36	40	90.0	6
2009-10	36	3619380	-3	401	-3.0	103	106	97.2	2
2009-10	36	3619410	-3	992	-3.0	240	266	90.2	3
2009-10	36	3619500	-3	772	-3.0	180	216	83.3	5
2009-10	36	3619530	-3	41	-3.0	11	10	100.0	0
2009-10	36	3619560	-3	1579	-3.0	382	414	92.3	10
2009-10	36	3619590	-3	301	-3.0	66	83	79.5	5
2009-10	36	3619650	-3	2425	-3.0	565	583	96.9	7
2009-10	36	3619680	-3	1578	-3.0	373	435	85.7	5
2009-10	36	3619710	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3619740	-3	1013	-3.0	211	307	68.7	25
2009-10	36	3619800	-3	315	-3.0	76	97	78.4	3
2009-10	36	3619830	-3	211	-3.0	43	57	75.4	0
2009-10	36	3619860	-3	151	-3.0	34	41	82.9	3
2009-10	36	3619890	-3	120	-3.0	29	39	74.4	0
2009-10	36	3619920	-3	245	-3.0	61	74	82.4	3
2009-10	36	3619950	84	1355	6.2	292	332	88.0	1
2009-10	36	3620010	14	147	9.5	43	49	87.8	3
2009-10	36	3620040	-3	846	-3.0	220	220	100.0	2
2009-10	36	3620100	98	2408	4.1	459	756	60.7	30
2009-10	36	3620160	-3	589	-3.0	140	140	100.0	0
2009-10	36	3620170	-3	24	-3.0	5	9	55.6	1
2009-10	36	3620190	-3	690	-3.0	159	165	96.4	3
2009-10	36	3620220	-3	310	-3.0	74	81	91.4	1
2009-10	36	3620340	-3	3113	-3.0	753	765	98.4	3
2009-10	36	3620370	-3	840	-3.0	212	210	100.0	3
2009-10	36	3620400	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3620430	7	172	4.1	44	55	80.0	0
2009-10	36	3620460	-3	782	-3.0	202	208	97.1	1
2009-10	36	3620490	210	3438	6.1	722	794	90.9	4
2009-10	36	3620520	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3620580	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3620610	-3	159	-3.0	27	26	100.0	1
2009-10	36	3620640	-3	744	-3.0	175	228	76.8	5
2009-10	36	3620670	-3	417	-3.0	104	114	91.2	5
2009-10	36	3620700	291	3656	8.0	674	1044	64.6	19
2009-10	36	3620730	-3	30	-3.0	7	8	87.5	0
2009-10	36	3620760	-3	634	-3.0	148	166	89.2	5
2009-10	36	3620790	-3	329	-3.0	78	94	83.0	3
2009-10	36	3620820	100	2183	4.6	479	661	72.5	26
2009-10	36	3620850	-3	1357	-3.0	357	374	95.5	8
2009-10	36	3620880	-3	1424	-3.0	347	367	94.6	5
2009-10	36	3620910	-3	1563	-3.0	391	429	91.1	10
2009-10	36	3620940	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3620970	-3	213	-3.0	60	57	100.0	2
2009-10	36	3621000	-3	2040	-3.0	467	501	93.2	11
2009-10	36	3621120	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3621180	-3	438	-3.0	104	111	93.7	3
2009-10	36	3621210	151	3070	4.9	712	848	84.0	11
2009-10	36	3621240	62	1375	4.5	353	388	91.0	4
2009-10	36	3621250	-3	503	-3.0	116	157	73.9	7
2009-10	36	3621260	17	299	5.7	63	89	70.8	4
2009-10	36	3621270	-3	2036	-3.0	483	487	99.2	3
2009-10	36	3621300	8	181	4.4	33	51	64.7	4
2009-10	36	3621330	30	694	4.3	132	171	77.2	6
2009-10	36	3621360	13	313	4.2	73	114	64.0	4
2009-10	36	3621450	-3	264	-3.0	58	67	86.6	1
2009-10	36	3621480	-3	910	-3.0	216	232	93.1	0
2009-10	36	3621510	18	348	5.2	79	105	75.2	2
2009-10	36	3621540	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3621570	-3	2016	-3.0	471	490	96.1	10
2009-10	36	3621630	-3	263	-3.0	61	75	81.3	10
2009-10	36	3621660	32	525	6.1	103	139	74.1	4
2009-10	36	3621720	50	729	6.9	146	195	74.9	9
2009-10	36	3621780	-3	649	-3.0	133	174	76.4	7
2009-10	36	3621810	-3	317	-3.0	69	95	72.6	3
2009-10	36	3621840	-3	602	-3.0	144	183	78.7	1
2009-10	36	3621870	-3	128	-3.0	28	38	73.7	1
2009-10	36	3621900	-3	1669	-3.0	459	462	99.4	5
2009-10	36	3621930	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3621960	-3	240	-3.0	61	65	93.8	0
2009-10	36	3622020	-3	1359	-3.0	291	338	86.1	2
2009-10	36	3622050	-3	1439	-3.0	324	422	76.8	18
2009-10	36	3622100	-3	134	-3.0	19	23	82.6	0
2009-10	36	3622140	-3	294	-3.0	69	86	80.2	2
2009-10	36	3622170	31	686	4.5	156	189	82.5	5
2009-10	36	3622200	-3	69	-3.0	19	22	86.4	2
2009-10	36	3622260	13	295	4.4	83	93	89.2	3
2009-10	36	3622290	-3	470	-3.0	124	119	100.0	0
2009-10	36	3622380	-3	703	-3.0	166	191	86.9	5
2009-10	36	3622410	-3	194	-3.0	45	55	81.8	2
2009-10	36	3622440	-3	164	-3.0	36	47	76.6	1
2009-10	36	3622470	126	2760	4.6	649	698	93.0	9
2009-10	36	3622500	-3	304	-3.0	78	85	91.8	2
2009-10	36	3622530	-3	434	-3.0	119	129	92.2	2
2009-10	36	3622560	-3	830	-3.0	209	208	100.0	4
2009-10	36	3622650	38	815	4.7	173	224	77.2	4
2009-10	36	3622680	-3	771	-3.0	179	187	95.7	0
2009-10	36	3622710	-3	1596	-3.0	404	424	95.3	9
2009-10	36	3622740	-3	593	-3.0	155	157	98.7	3
2009-10	36	3622770	-3	306	-3.0	67	90	74.4	6
2009-10	36	3622830	75	672	11.2	158	173	91.3	4
2009-10	36	3622890	-3	653	-3.0	148	185	80.0	1
2009-10	36	3622920	-3	727	-3.0	163	182	89.6	7
2009-10	36	3623010	-3	1971	-3.0	481	540	89.1	12
2009-10	36	3623040	-3	391	-3.0	84	116	72.4	5
2009-10	36	3623070	-3	216	-3.0	46	56	82.1	1
2009-10	36	3623130	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3623160	-3	2047	-3.0	512	516	99.2	2
2009-10	36	3623190	-3	1054	-3.0	264	267	98.9	1
2009-10	36	3623220	-3	1644	-3.0	431	431	100.0	2
2009-10	36	3623280	-3	585	-3.0	125	162	77.2	8
2009-10	36	3623310	-3	620	-3.0	174	168	100.0	0
2009-10	36	3623340	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3623370	-3	209	-3.0	45	53	84.9	4
2009-10	36	3623430	16	305	5.2	71	99	71.7	1
2009-10	36	3623460	-3	1168	-3.0	227	282	80.5	9
2009-10	36	3623490	-3	360	-3.0	86	90	95.6	0
2009-10	36	3623520	56	1068	5.2	209	285	73.3	10
2009-10	36	3623580	-3	1556	-3.0	406	396	100.0	3
2009-10	36	3623640	-3	287	-3.0	66	78	84.6	0
2009-10	36	3623670	-3	488	-3.0	104	117	88.9	3
2009-10	36	3623760	151	1245	12.1	206	376	54.8	16
2009-10	36	3623790	-3	154	-3.0	43	42	100.0	1
2009-10	36	3623880	-3	357	-3.0	79	95	83.2	1
2009-10	36	3623970	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3624000	-3	601	-3.0	140	142	98.6	3
2009-10	36	3624030	-3	1221	-3.0	300	336	89.3	8
2009-10	36	3624060	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3624090	-3	303	-3.0	67	84	79.8	0
2009-10	36	3624120	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3624150	-3	649	-3.0	140	185	75.7	16
2009-10	36	3624210	-3	321	-3.0	77	95	81.1	4
2009-10	36	3624240	-3	776	-3.0	167	188	88.8	4
2009-10	36	3624270	-3	285	-3.0	69	75	92.0	4
2009-10	36	3624360	-3	160	-3.0	45	47	95.7	0
2009-10	36	3624420	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3624450	-3	317	-3.0	62	86	72.1	4
2009-10	36	3624480	-3	407	-3.0	99	100	99.0	2
2009-10	36	3624570	-3	186	-3.0	40	53	75.5	3
2009-10	36	3624630	-3	394	-3.0	86	92	93.5	0
2009-10	36	3624660	-3	108	-3.0	34	35	97.1	2
2009-10	36	3624690	70	1532	4.6	335	407	82.3	5
2009-10	36	3624750	1092	9848	11.1	1556	3139	49.6	60
2009-10	36	3624780	-3	1091	-3.0	285	292	97.6	2
2009-10	36	3624840	-3	1068	-3.0	270	293	92.2	4
2009-10	36	3624900	-3	1705	-3.0	377	479	78.7	11
2009-10	36	3624930	-3	150	-3.0	37	51	72.5	3
2009-10	36	3624960	-3	843	-3.0	211	238	88.7	12
2009-10	36	3624990	37	754	4.9	139	230	60.4	10
2009-10	36	3625020	-3	69	-3.0	22	22	100.0	0
2009-10	36	3625050	-1	1133	-1.0	308	304	100.0	2
2009-10	36	3625110	-3	102	-3.0	21	25	84.0	3
2009-10	36	3625140	-3	493	-3.0	108	115	93.9	1
2009-10	36	3625170	-3	1927	-3.0	473	495	95.6	11
2009-10	36	3625260	-3	889	-3.0	200	206	97.1	2
2009-10	36	3625290	-3	416	-3.0	107	115	93.0	0
2009-10	36	3625320	-3	271	-3.0	76	85	89.4	1
2009-10	36	3625350	-3	4691	-3.0	1071	1135	94.4	15
2009-10	36	3625380	-3	297	-3.0	66	72	91.7	1
2009-10	36	3625410	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	36	3625440	21	404	5.2	67	105	63.8	6
2009-10	36	3625470	-3	234	-3.0	50	69	72.5	2
2009-10	36	3625500	-3	457	-3.0	84	127	66.1	2
2009-10	36	3625650	-3	319	-3.0	69	82	84.1	1
